,Attribute,Value
0,Beta (5Y Monthly),1.39
1,52-Week Change 3,37.63%
2,S&P500 52-Week Change 3,
3,52 Week High 3,69.44
4,52 Week Low 3,36.64
5,50-Day Moving Average 3,56.74
6,200-Day Moving Average 3,56.12
7,Avg Vol (3 month) 3,8.94M
8,Avg Vol (10 day) 3,7.59M
9,Shares Outstanding 5,916.48M
10,Float,912.37M
11,% Held by Insiders 1,0.36%
12,% Held by Institutions 1,85.35%
13,"Shares Short (Jun 14, 2020) 4",22.1M
14,"Short Ratio (Jun 14, 2020) 4",2.57
15,"Short % of Float (Jun 14, 2020) 4",2.42%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.41%
17,"Shares Short (prior month May 14, 2020) 4",21.92M
18,Forward Annual Dividend Rate 4,0.88
19,Forward Annual Dividend Yield 4,1.47%
20,Trailing Annual Dividend Rate 3,0.85
21,Trailing Annual Dividend Yield 3,1.42%
22,5 Year Average Dividend Yield 4,1.51
23,Payout Ratio 4,26.75%
24,Dividend Date 3,"Sep 09, 2020"
25,Ex-Dividend Date 4,"Aug 18, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Apr 16, 2002"
28,Fiscal Year Ends,"Oct 26, 2019"
29,Most Recent Quarter (mrq),"Apr 25, 2020"
30,Profit Margin,18.89%
31,Operating Margin (ttm),23.81%
32,Return on Assets (ttm),11.32%
33,Return on Equity (ttm),33.86%
34,Revenue (ttm),15.43B
35,Revenue Per Share (ttm),16.77
36,Quarterly Revenue Growth (yoy),11.80%
37,Gross Profit (ttm),6.39B
38,EBITDA,4.04B
39,Net Income Avi to Common (ttm),2.92B
40,Diluted EPS (ttm),3.14
41,Quarterly Earnings Growth (yoy),13.40%
42,Total Cash (mrq),5.7B
43,Total Cash Per Share (mrq),6.22
44,Total Debt (mrq),7.06B
45,Total Debt/Equity (mrq),78.22
46,Current Ratio (mrq),2.67
47,Book Value Per Share (mrq),9.85
48,Operating Cash Flow (ttm),3.24B
49,Levered Free Cash Flow (ttm),2.36B
