,Attribute,Value
0,Beta (5Y Monthly),0.80
1,52-Week Change 3,-11.91%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,99.72
4,52 Week Low 3,50.02
5,50-Day Moving Average 3,77.05
6,200-Day Moving Average 3,79.25
7,Avg Vol (3 month) 3,12.18M
8,Avg Vol (10 day) 3,9.51M
9,Shares Outstanding 5,1.17B
10,Float,1.13B
11,% Held by Insiders 1,0.23%
12,% Held by Institutions 1,70.28%
13,"Shares Short (Jun 14, 2020) 4",17.44M
14,"Short Ratio (Jun 14, 2020) 4",1.59
15,"Short % of Float (Jun 14, 2020) 4",1.49%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.49%
17,"Shares Short (prior month May 14, 2020) 4",20.51M
18,Forward Annual Dividend Rate 4,1.64
19,Forward Annual Dividend Yield 4,2.22%
20,Trailing Annual Dividend Rate 3,1.59
21,Trailing Annual Dividend Yield 3,2.15%
22,5 Year Average Dividend Yield 4,1.67
23,Payout Ratio 4,55.00%
24,Dividend Date 3,"May 21, 2020"
25,Ex-Dividend Date 4,"Aug 05, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Apr 08, 2015"
28,Fiscal Year Ends,"Sep 28, 2019"
29,Most Recent Quarter (mrq),"Mar 28, 2020"
30,Profit Margin,12.71%
31,Operating Margin (ttm),13.72%
32,Return on Assets (ttm),10.13%
33,Return on Equity (ttm),
34,Revenue (ttm),26.66B
35,Revenue Per Share (ttm),22.42
36,Quarterly Revenue Growth (yoy),-4.90%
37,Gross Profit (ttm),7.49B
38,EBITDA,5.13B
39,Net Income Avi to Common (ttm),3.39B
40,Diluted EPS (ttm),2.82
41,Quarterly Earnings Growth (yoy),-50.50%
42,Total Cash (mrq),2.63B
43,Total Cash Per Share (mrq),2.25
44,Total Debt (mrq),22.99B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),0.70
47,Book Value Per Share (mrq),-6.45
48,Operating Cash Flow (ttm),2.75B
49,Levered Free Cash Flow (ttm),1.22B
