,Attribute,Value
0,Beta (5Y Monthly),0.89
1,52-Week Change 3,-23.34%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,155.09
4,52 Week Low 3,76.99
5,50-Day Moving Average 3,107.85
6,200-Day Moving Average 3,117.31
7,Avg Vol (3 month) 3,2.18M
8,Avg Vol (10 day) 3,2.08M
9,Shares Outstanding 5,252.84M
10,Float,251.96M
11,% Held by Insiders 1,0.29%
12,% Held by Institutions 1,84.50%
13,"Shares Short (Jun 14, 2020) 4",5.2M
14,"Short Ratio (Jun 14, 2020) 4",2.2
15,"Short % of Float (Jun 14, 2020) 4",2.06%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.05%
17,"Shares Short (prior month May 14, 2020) 4",4.86M
18,Forward Annual Dividend Rate 4,3.4
19,Forward Annual Dividend Yield 4,2.97%
20,Trailing Annual Dividend Rate 3,3.28
21,Trailing Annual Dividend Yield 3,2.86%
22,5 Year Average Dividend Yield 4,2.26
23,Payout Ratio 4,35.42%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"Jun 08, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 11, 1998"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,7.63%
31,Operating Margin (ttm),10.15%
32,Return on Assets (ttm),1.86%
33,Return on Equity (ttm),9.79%
34,Revenue (ttm),31.82B
35,Revenue Per Share (ttm),123.39
36,Quarterly Revenue Growth (yoy),3.10%
37,Gross Profit (ttm),7.85B
38,EBITDA,3.99B
39,Net Income Avi to Common (ttm),2.41B
40,Diluted EPS (ttm),9.25
41,Quarterly Earnings Growth (yoy),-24.60%
42,Total Cash (mrq),4.58B
43,Total Cash Per Share (mrq),18.1
44,Total Debt (mrq),6.93B
45,Total Debt/Equity (mrq),27.48
46,Current Ratio (mrq),0.39
47,Book Value Per Share (mrq),99.70
48,Operating Cash Flow (ttm),5.19B
49,Levered Free Cash Flow (ttm),9.56B
