,Attribute,Value
0,Beta (5Y Monthly),1.50
1,52-Week Change 3,-9.88%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,673.51
4,52 Week Low 3,200.06
5,50-Day Moving Average 3,417.19
6,200-Day Moving Average 3,474.67
7,Avg Vol (3 month) 3,804.41k
8,Avg Vol (10 day) 3,575.84k
9,Shares Outstanding 5,54.07M
10,Float,53.5M
11,% Held by Insiders 1,1.07%
12,% Held by Institutions 1,100.88%
13,"Shares Short (Jun 14, 2020) 4",3.23M
14,"Short Ratio (Jun 14, 2020) 4",4.12
15,"Short % of Float (Jun 14, 2020) 4",8.01%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",5.98%
17,"Shares Short (prior month May 14, 2020) 4",3.47M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,"Jan 06, 2020"
25,Ex-Dividend Date 4,"Dec 26, 2019"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Sep 29, 2019"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,18.67%
31,Operating Margin (ttm),39.06%
32,Return on Assets (ttm),8.47%
33,Return on Equity (ttm),
34,Revenue (ttm),5.97B
35,Revenue Per Share (ttm),105.08
36,Quarterly Revenue Growth (yoy),23.50%
37,Gross Profit (ttm),2.9B
38,EBITDA,2.62B
39,Net Income Avi to Common (ttm),726.32M
40,Diluted EPS (ttm),14.83
41,Quarterly Earnings Growth (yoy),57.90%
42,Total Cash (mrq),2.67B
43,Total Cash Per Share (mrq),49.34
44,Total Debt (mrq),19.04B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),3.14
47,Book Value Per Share (mrq),-77.89
48,Operating Cash Flow (ttm),1.16B
49,Levered Free Cash Flow (ttm),1.76B
