,Attribute,Value
0,Beta (5Y Monthly),1.19
1,52-Week Change 3,1.30%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,146.09
4,52 Week Low 3,73.39
5,50-Day Moving Average 3,111.81
6,200-Day Moving Average 3,118.31
7,Avg Vol (3 month) 3,1.05M
8,Avg Vol (10 day) 3,966.3k
9,Shares Outstanding 5,142.26M
10,Float,140.8M
11,% Held by Insiders 1,0.92%
12,% Held by Institutions 1,95.15%
13,"Shares Short (Jun 14, 2020) 4",2.01M
14,"Short Ratio (Jun 14, 2020) 4",1.91
15,"Short % of Float (Jun 14, 2020) 4",1.62%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.41%
17,"Shares Short (prior month May 14, 2020) 4",2.01M
18,Forward Annual Dividend Rate 4,1.52
19,Forward Annual Dividend Yield 4,1.36%
20,Trailing Annual Dividend Rate 3,1.35
21,Trailing Annual Dividend Yield 3,1.20%
22,5 Year Average Dividend Yield 4,0.95
23,Payout Ratio 4,26.32%
24,Dividend Date 3,"Jun 09, 2020"
25,Ex-Dividend Date 4,"May 20, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,4.07%
31,Operating Margin (ttm),6.23%
32,Return on Assets (ttm),9.04%
33,Return on Equity (ttm),82.75%
34,Revenue (ttm),18.46B
35,Revenue Per Share (ttm),128.20
36,Quarterly Revenue Growth (yoy),10.90%
37,Gross Profit (ttm),3.04B
38,EBITDA,1.44B
39,Net Income Avi to Common (ttm),751.8M
40,Diluted EPS (ttm),5.14
41,Quarterly Earnings Growth (yoy),9.80%
42,Total Cash (mrq),214.4M
43,Total Cash Per Share (mrq),1.51
44,Total Debt (mrq),3.95B
45,Total Debt/Equity (mrq),443.62
46,Current Ratio (mrq),1.28
47,Book Value Per Share (mrq),6.25
48,Operating Cash Flow (ttm),997.8M
49,Levered Free Cash Flow (ttm),768.09M
