,Attribute,Value
0,Beta (5Y Monthly),0.68
1,52-Week Change 3,-8.76%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,122.15
4,52 Week Low 3,72.13
5,50-Day Moving Average 3,95.91
6,200-Day Moving Average 3,102.73
7,Avg Vol (3 month) 3,6.66M
8,Avg Vol (10 day) 3,6.22M
9,Shares Outstanding 5,1.34B
10,Float,1.34B
11,% Held by Insiders 1,0.07%
12,% Held by Institutions 1,85.82%
13,"Shares Short (Jun 14, 2020) 4",8.94M
14,"Short Ratio (Jun 14, 2020) 4",1.28
15,"Short % of Float (Jun 14, 2020) 4",0.67%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.67%
17,"Shares Short (prior month May 14, 2020) 4",8.33M
18,Forward Annual Dividend Rate 4,2.32
19,Forward Annual Dividend Yield 4,2.61%
20,Trailing Annual Dividend Rate 3,2.16
21,Trailing Annual Dividend Yield 3,2.43%
22,5 Year Average Dividend Yield 4,2.04
23,Payout Ratio 4,61.02%
24,Dividend Date 3,"Jul 16, 2020"
25,Ex-Dividend Date 4,"Jun 24, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Sep 26, 1999"
28,Fiscal Year Ends,"Apr 23, 2020"
29,Most Recent Quarter (mrq),"Apr 23, 2020"
30,Profit Margin,16.56%
31,Operating Margin (ttm),17.79%
32,Return on Assets (ttm),3.56%
33,Return on Equity (ttm),9.51%
34,Revenue (ttm),28.91B
35,Revenue Per Share (ttm),21.57
36,Quarterly Revenue Growth (yoy),-26.40%
37,Gross Profit (ttm),19.65B
38,EBITDA,7.81B
39,Net Income Avi to Common (ttm),4.79B
40,Diluted EPS (ttm),3.54
41,Quarterly Earnings Growth (yoy),-44.90%
42,Total Cash (mrq),10.95B
43,Total Cash Per Share (mrq),8.16
44,Total Debt (mrq),25.74B
45,Total Debt/Equity (mrq),50.60
46,Current Ratio (mrq),2.12
47,Book Value Per Share (mrq),37.83
48,Operating Cash Flow (ttm),7.23B
49,Levered Free Cash Flow (ttm),5.1B
