,Attribute,Value
0,Beta (5Y Monthly),2.13
1,52-Week Change 3,-53.65%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,41.40
4,52 Week Low 3,11.87
5,50-Day Moving Average 3,18.82
6,200-Day Moving Average 3,25.18
7,Avg Vol (3 month) 3,18.75M
8,Avg Vol (10 day) 3,17.02M
9,Shares Outstanding 5,1.39B
10,Float,1.38B
11,% Held by Insiders 1,0.17%
12,% Held by Institutions 1,79.70%
13,"Shares Short (Jun 14, 2020) 4",27.91M
14,"Short Ratio (Jun 14, 2020) 4",1.75
15,"Short % of Float (Jun 14, 2020) 4",2.02%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.01%
17,"Shares Short (prior month May 14, 2020) 4",27.52M
18,Forward Annual Dividend Rate 4,0.5
19,Forward Annual Dividend Yield 4,2.71%
20,Trailing Annual Dividend Rate 3,2.00
21,Trailing Annual Dividend Yield 3,10.86%
22,5 Year Average Dividend Yield 4,3.95
23,Payout Ratio 4,
24,Dividend Date 3,"Jul 08, 2020"
25,Ex-Dividend Date 4,"Jun 01, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Apr 09, 2006"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-55.19%
31,Operating Margin (ttm),8.80%
32,Return on Assets (ttm),3.00%
33,Return on Equity (ttm),-68.20%
34,Revenue (ttm),32.49B
35,Revenue Per Share (ttm),23.45
36,Quarterly Revenue Growth (yoy),-5.40%
37,Gross Profit (ttm),4.2B
38,EBITDA,6.34B
39,Net Income Avi to Common (ttm),-17.93B
40,Diluted EPS (ttm),-12.95
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),3.34B
43,Total Cash Per Share (mrq),2.41
44,Total Debt (mrq),16.64B
45,Total Debt/Equity (mrq),104.12
46,Current Ratio (mrq),1.23
47,Book Value Per Share (mrq),11.21
48,Operating Cash Flow (ttm),5.89B
49,Levered Free Cash Flow (ttm),3.75B
