,Attribute,Value
0,Beta (5Y Monthly),0.68
1,52-Week Change 3,8.64%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,158.21
4,52 Week Low 3,91.68
5,50-Day Moving Average 3,136.14
6,200-Day Moving Average 3,135.45
7,Avg Vol (3 month) 3,4.07M
8,Avg Vol (10 day) 3,3.97M
9,Shares Outstanding 5,617.83M
10,Float,615.87M
11,% Held by Insiders 1,0.33%
12,% Held by Institutions 1,92.30%
13,"Shares Short (Jun 14, 2020) 4",8.48M
14,"Short Ratio (Jun 14, 2020) 4",2.41
15,"Short % of Float (Jun 14, 2020) 4",1.38%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.37%
17,"Shares Short (prior month May 14, 2020) 4",9.84M
18,Forward Annual Dividend Rate 4,1.4
19,Forward Annual Dividend Yield 4,1.05%
20,Trailing Annual Dividend Rate 3,1.40
21,Trailing Annual Dividend Yield 3,1.05%
22,5 Year Average Dividend Yield 4,1.26
23,Payout Ratio 4,608.70%
24,Dividend Date 3,"Jun 25, 2020"
25,Ex-Dividend Date 4,"Jun 10, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,1.45%
31,Operating Margin (ttm),15.25%
32,Return on Assets (ttm),2.03%
33,Return on Equity (ttm),0.58%
34,Revenue (ttm),11.35B
35,Revenue Per Share (ttm),21.91
36,Quarterly Revenue Growth (yoy),49.60%
37,Gross Profit (ttm),3.72B
38,EBITDA,3.92B
39,Net Income Avi to Common (ttm),165M
40,Diluted EPS (ttm),0.31
41,Quarterly Earnings Growth (yoy),-89.90%
42,Total Cash (mrq),1.37B
43,Total Cash Per Share (mrq),2.22
44,Total Debt (mrq),20.38B
45,Total Debt/Equity (mrq),41.28
46,Current Ratio (mrq),1.05
47,Book Value Per Share (mrq),79.82
48,Operating Cash Flow (ttm),2.5B
49,Levered Free Cash Flow (ttm),3.14B
