,Attribute,Value
0,Beta (5Y Monthly),1.10
1,52-Week Change 3,11.78%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,110.00
4,52 Week Low 3,77.93
5,50-Day Moving Average 3,101.69
6,200-Day Moving Average 3,97.37
7,Avg Vol (3 month) 3,1.84M
8,Avg Vol (10 day) 3,1.87M
9,Shares Outstanding 5,187.04M
10,Float,186.29M
11,% Held by Insiders 1,0.44%
12,% Held by Institutions 1,92.94%
13,"Shares Short (Jun 14, 2020) 4",9.42M
14,"Short Ratio (Jun 14, 2020) 4",3.5
15,"Short % of Float (Jun 14, 2020) 4",6.62%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",5.04%
17,"Shares Short (prior month May 14, 2020) 4",8.82M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Oct 30, 2019"
29,Most Recent Quarter (mrq),"Apr 29, 2020"
30,Profit Margin,14.01%
31,Operating Margin (ttm),17.63%
32,Return on Assets (ttm),7.14%
33,Return on Equity (ttm),19.99%
34,Revenue (ttm),4.2B
35,Revenue Per Share (ttm),22.32
36,Quarterly Revenue Growth (yoy),-17.90%
37,Gross Profit (ttm),2.53B
38,EBITDA,1.06B
39,Net Income Avi to Common (ttm),588M
40,Diluted EPS (ttm),3.08
41,Quarterly Earnings Growth (yoy),-53.60%
42,Total Cash (mrq),1.84B
43,Total Cash Per Share (mrq),9.84
44,Total Debt (mrq),1.95B
45,Total Debt/Equity (mrq),63.34
46,Current Ratio (mrq),3.47
47,Book Value Per Share (mrq),16.53
48,Operating Cash Flow (ttm),1.03B
49,Levered Free Cash Flow (ttm),721.12M
