,Attribute,Value
0,Beta (5Y Monthly),1.47
1,52-Week Change 3,1.22%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,250.46
4,52 Week Low 3,130.85
5,50-Day Moving Average 3,196.78
6,200-Day Moving Average 3,203.27
7,Avg Vol (3 month) 3,3.65M
8,Avg Vol (10 day) 3,2.8M
9,Shares Outstanding 5,343.89M
10,Float,350.92M
11,% Held by Insiders 1,0.60%
12,% Held by Institutions 1,76.20%
13,"Shares Short (Jun 14, 2020) 4",4.97M
14,"Short Ratio (Jun 14, 2020) 4",1.34
15,"Short % of Float (Jun 14, 2020) 4",1.45%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.45%
17,"Shares Short (prior month May 14, 2020) 4",6.5M
18,Forward Annual Dividend Rate 4,5
19,Forward Annual Dividend Yield 4,2.41%
20,Trailing Annual Dividend Rate 3,4.60
21,Trailing Annual Dividend Yield 3,2.22%
22,5 Year Average Dividend Yield 4,1.51
23,Payout Ratio 4,24.96%
24,Dividend Date 3,"Jun 28, 2020"
25,Ex-Dividend Date 4,"May 28, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,21.40%
31,Operating Margin (ttm),30.54%
32,Return on Assets (ttm),0.74%
33,Return on Equity (ttm),8.02%
34,Revenue (ttm),34.7B
35,Revenue Per Share (ttm),94.78
36,Quarterly Revenue Growth (yoy),-9.10%
37,Gross Profit (ttm),31.06B
38,EBITDA,
39,Net Income Avi to Common (ttm),6.81B
40,Diluted EPS (ttm),18.47
41,Quarterly Earnings Growth (yoy),-46.10%
42,Total Cash (mrq),675.84B
43,Total Cash Per Share (mrq),1884.72
44,Total Debt (mrq),473.88B
45,Total Debt/Equity (mrq),506.82
46,Current Ratio (mrq),1.71
47,Book Value Per Share (mrq),226.40
48,Operating Cash Flow (ttm),15.21B
49,Levered Free Cash Flow (ttm),
