,Attribute,Value
0,Beta (5Y Monthly),1.87
1,52-Week Change 3,-56.43%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,39.90
4,52 Week Low 3,5.42
5,50-Day Moving Average 3,16.29
6,200-Day Moving Average 3,22.65
7,Avg Vol (3 month) 3,5.38M
8,Avg Vol (10 day) 3,3.43M
9,Shares Outstanding 5,149.36M
10,Float,128.01M
11,% Held by Insiders 1,5.38%
12,% Held by Institutions 1,96.11%
13,"Shares Short (Jun 14, 2020) 4",15.23M
14,"Short Ratio (Jun 14, 2020) 4",2.97
15,"Short % of Float (Jun 14, 2020) 4",11.97%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",10.19%
17,"Shares Short (prior month May 14, 2020) 4",20.56M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Mar 29, 2019"
29,Most Recent Quarter (mrq),"Dec 27, 2019"
30,Profit Margin,6.09%
31,Operating Margin (ttm),12.62%
32,Return on Assets (ttm),6.27%
33,Return on Equity (ttm),14.19%
34,Revenue (ttm),5.7B
35,Revenue Per Share (ttm),37.75
36,Quarterly Revenue Growth (yoy),9.20%
37,Gross Profit (ttm),3.18B
38,EBITDA,973M
39,Net Income Avi to Common (ttm),347M
40,Diluted EPS (ttm),2.27
41,Quarterly Earnings Growth (yoy),5.00%
42,Total Cash (mrq),237M
43,Total Cash Per Share (mrq),1.59
44,Total Debt (mrq),4.27B
45,Total Debt/Equity (mrq),163.65
46,Current Ratio (mrq),0.77
47,Book Value Per Share (mrq),17.51
48,Operating Cash Flow (ttm),670M
49,Levered Free Cash Flow (ttm),2.25B
