,Attribute,Value
0,Beta (5Y Monthly),1.22
1,52-Week Change 3,-17.42%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,158.75
4,52 Week Low 3,90.56
5,50-Day Moving Average 3,122.85
6,200-Day Moving Average 3,126.61
7,Avg Vol (3 month) 3,5.32M
8,Avg Vol (10 day) 3,4.39M
9,Shares Outstanding 5,887.89M
10,Float,886.44M
11,% Held by Insiders 1,0.11%
12,% Held by Institutions 1,58.56%
13,"Shares Short (Jun 14, 2020) 4",21.74M
14,"Short Ratio (Jun 14, 2020) 4",4.33
15,"Short % of Float (Jun 14, 2020) 4",2.45%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.45%
17,"Shares Short (prior month May 14, 2020) 4",21.51M
18,Forward Annual Dividend Rate 4,6.52
19,Forward Annual Dividend Yield 4,5.63%
20,Trailing Annual Dividend Rate 3,6.48
21,Trailing Annual Dividend Yield 3,5.60%
22,5 Year Average Dividend Yield 4,4.08
23,Payout Ratio 4,64.16%
24,Dividend Date 3,"Jun 09, 2020"
25,Ex-Dividend Date 4,"May 06, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 26, 1999"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,11.78%
31,Operating Margin (ttm),12.78%
32,Return on Assets (ttm),4.30%
33,Return on Equity (ttm),49.10%
34,Revenue (ttm),76.54B
35,Revenue Per Share (ttm),86.30
36,Quarterly Revenue Growth (yoy),-3.40%
37,Gross Profit (ttm),36.49B
38,EBITDA,16.03B
39,Net Income Avi to Common (ttm),9.02B
40,Diluted EPS (ttm),10.10
41,Quarterly Earnings Growth (yoy),-26.10%
42,Total Cash (mrq),11.86B
43,Total Cash Per Share (mrq),13.36
44,Total Debt (mrq),69.45B
45,Total Debt/Equity (mrq),345.06
46,Current Ratio (mrq),0.96
47,Book Value Per Share (mrq),22.52
48,Operating Cash Flow (ttm),14.49B
49,Levered Free Cash Flow (ttm),17.44B
