,Attribute,Value
0,Beta (5Y Monthly),1.86
1,52-Week Change 3,-49.89%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,74.05
4,52 Week Low 3,24.28
5,50-Day Moving Average 3,38.72
6,200-Day Moving Average 3,44.82
7,Avg Vol (3 month) 3,2.48M
8,Avg Vol (10 day) 3,1.67M
9,Shares Outstanding 5,139.04M
10,Float,137.67M
11,% Held by Insiders 1,0.99%
12,% Held by Institutions 1,87.22%
13,"Shares Short (Jun 14, 2020) 4",5.54M
14,"Short Ratio (Jun 14, 2020) 4",2.38
15,"Short % of Float (Jun 14, 2020) 4",4.58%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.99%
17,"Shares Short (prior month May 14, 2020) 4",5.52M
18,Forward Annual Dividend Rate 4,2.72
19,Forward Annual Dividend Yield 4,8.14%
20,Trailing Annual Dividend Rate 3,2.69
21,Trailing Annual Dividend Yield 3,8.05%
22,5 Year Average Dividend Yield 4,2.47
23,Payout Ratio 4,50.75%
24,Dividend Date 3,"Jun 30, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Apr 01, 1998"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,28.80%
31,Operating Margin (ttm),38.59%
32,Return on Assets (ttm),1.08%
33,Return on Equity (ttm),10.72%
34,Revenue (ttm),2.76B
35,Revenue Per Share (ttm),18.92
36,Quarterly Revenue Growth (yoy),-60.40%
37,Gross Profit (ttm),3.27B
38,EBITDA,
39,Net Income Avi to Common (ttm),789M
40,Diluted EPS (ttm),5.37
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),5.47B
43,Total Cash Per Share (mrq),39.37
44,Total Debt (mrq),10.12B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),53.24
48,Operating Cash Flow (ttm),1.75B
49,Levered Free Cash Flow (ttm),
