,Attribute,Value
0,Beta (5Y Monthly),1.70
1,52-Week Change 3,-0.68%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,103.18
4,52 Week Low 3,37.59
5,50-Day Moving Average 3,91.10
6,200-Day Moving Average 3,82.02
7,Avg Vol (3 month) 3,1.89M
8,Avg Vol (10 day) 3,1.21M
9,Shares Outstanding 5,163.08M
10,Float,153.08M
11,% Held by Insiders 1,0.42%
12,% Held by Institutions 1,102.56%
13,"Shares Short (Jun 14, 2020) 4",14.4M
14,"Short Ratio (Jun 14, 2020) 4",8.8
15,"Short % of Float (Jun 14, 2020) 4",9.99%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",8.85%
17,"Shares Short (prior month May 14, 2020) 4",15.23M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Mar 26, 2007"
28,Fiscal Year Ends,"Feb 28, 2020"
29,Most Recent Quarter (mrq),"May 30, 2020"
30,Profit Margin,3.25%
31,Operating Margin (ttm),4.46%
32,Return on Assets (ttm),2.71%
33,Return on Equity (ttm),17.83%
34,Revenue (ttm),19.3B
35,Revenue Per Share (ttm),117.75
36,Quarterly Revenue Growth (yoy),-37.70%
37,Gross Profit (ttm),3.18B
38,EBITDA,1.08B
39,Net Income Avi to Common (ttm),626.67M
40,Diluted EPS (ttm),3.79
41,Quarterly Earnings Growth (yoy),-98.10%
42,Total Cash (mrq),658.02M
43,Total Cash Per Share (mrq),4.03
44,Total Debt (mrq),15.41B
45,Total Debt/Equity (mrq),430.67
46,Current Ratio (mrq),2.85
47,Book Value Per Share (mrq),21.99
48,Operating Cash Flow (ttm),969.75M
49,Levered Free Cash Flow (ttm),750.66M
