,Attribute,Value
0,Beta (5Y Monthly),0.19
1,52-Week Change 3,-14.05%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,124.46
4,52 Week Low 3,72.70
5,50-Day Moving Average 3,96.39
6,200-Day Moving Average 3,98.56
7,Avg Vol (3 month) 3,995.9k
8,Avg Vol (10 day) 3,679.35k
9,Shares Outstanding 5,129.09M
10,Float,125.81M
11,% Held by Insiders 1,2.56%
12,% Held by Institutions 1,103.27%
13,"Shares Short (Jun 14, 2020) 4",6.13M
14,"Short Ratio (Jun 14, 2020) 4",6.45
15,"Short % of Float (Jun 14, 2020) 4",6.82%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.75%
17,"Shares Short (prior month May 14, 2020) 4",5.84M
18,Forward Annual Dividend Rate 4,3.6
19,Forward Annual Dividend Yield 4,3.78%
20,Trailing Annual Dividend Rate 3,3.60
21,Trailing Annual Dividend Yield 3,3.78%
22,5 Year Average Dividend Yield 4,3.39
23,Payout Ratio 4,108.11%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,32.27%
31,Operating Margin (ttm),48.86%
32,Return on Assets (ttm),4.92%
33,Return on Equity (ttm),16.77%
34,Revenue (ttm),1.34B
35,Revenue Per Share (ttm),10.43
36,Quarterly Revenue Growth (yoy),7.40%
37,Gross Profit (ttm),979.41M
38,EBITDA,876.63M
39,Net Income Avi to Common (ttm),432.7M
40,Diluted EPS (ttm),3.32
41,Quarterly Earnings Growth (yoy),14.10%
42,Total Cash (mrq),93.3M
43,Total Cash Per Share (mrq),0.72
44,Total Debt (mrq),5.51B
45,Total Debt/Equity (mrq),198.58
46,Current Ratio (mrq),0.61
47,Book Value Per Share (mrq),18.58
48,Operating Cash Flow (ttm),727.6M
49,Levered Free Cash Flow (ttm),555.96M
