,Attribute,Value
0,Beta (5Y Monthly),1.22
1,52-Week Change 3,43.02%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,307.60
4,52 Week Low 3,186.81
5,50-Day Moving Average 3,286.59
6,200-Day Moving Average 3,263.91
7,Avg Vol (3 month) 3,514.39k
8,Avg Vol (10 day) 3,357.03k
9,Shares Outstanding 5,85.6M
10,Float,84.84M
11,% Held by Insiders 1,0.98%
12,% Held by Institutions 1,101.75%
13,"Shares Short (Jun 14, 2020) 4",2.18M
14,"Short Ratio (Jun 14, 2020) 4",4.52
15,"Short % of Float (Jun 14, 2020) 4",2.87%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.55%
17,"Shares Short (prior month May 14, 2020) 4",2.09M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 04, 2007"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,27.34%
31,Operating Margin (ttm),30.48%
32,Return on Assets (ttm),7.25%
33,Return on Equity (ttm),13.76%
34,Revenue (ttm),1.5B
35,Revenue Per Share (ttm),17.74
36,Quarterly Revenue Growth (yoy),-3.80%
37,Gross Profit (ttm),1.37B
38,EBITDA,526.17M
39,Net Income Avi to Common (ttm),411.13M
40,Diluted EPS (ttm),4.76
41,Quarterly Earnings Growth (yoy),-46.60%
42,Total Cash (mrq),718.03M
43,Total Cash Per Share (mrq),8.39
44,Total Debt (mrq),549.34M
45,Total Debt/Equity (mrq),16.68
46,Current Ratio (mrq),2.40
47,Book Value Per Share (mrq),38.47
48,Operating Cash Flow (ttm),495.77M
49,Levered Free Cash Flow (ttm),359.47M
