,Attribute,Value
0,Beta (5Y Monthly),1.24
1,52-Week Change 3,19.29%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,108.77
4,52 Week Low 3,56.77
5,50-Day Moving Average 3,99.60
6,200-Day Moving Average 3,93.18
7,Avg Vol (3 month) 3,784.22k
8,Avg Vol (10 day) 3,780.73k
9,Shares Outstanding 5,129.45M
10,Float,128.56M
11,% Held by Insiders 1,0.77%
12,% Held by Institutions 1,94.20%
13,"Shares Short (Jun 14, 2020) 4",1.93M
14,"Short Ratio (Jun 14, 2020) 4",2.7
15,"Short % of Float (Jun 14, 2020) 4",1.68%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.49%
17,"Shares Short (prior month May 14, 2020) 4",1.89M
18,Forward Annual Dividend Rate 4,1.76
19,Forward Annual Dividend Yield 4,1.80%
20,Trailing Annual Dividend Rate 3,1.68
21,Trailing Annual Dividend Yield 3,1.72%
22,5 Year Average Dividend Yield 4,1.27
23,Payout Ratio 4,40.10%
24,Dividend Date 3,"Jul 15, 2020"
25,Ex-Dividend Date 4,"Jun 28, 2020"
26,Last Split Factor 2,1153:1000
27,Last Split Date 3,"Mar 03, 2019"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,10.02%
31,Operating Margin (ttm),23.18%
32,Return on Assets (ttm),6.72%
33,Return on Equity (ttm),20.00%
34,Revenue (ttm),4.67B
35,Revenue Per Share (ttm),35.86
36,Quarterly Revenue Growth (yoy),4.90%
37,Gross Profit (ttm),2.08B
38,EBITDA,1.23B
39,Net Income Avi to Common (ttm),547M
40,Diluted EPS (ttm),3.57
41,Quarterly Earnings Growth (yoy),-4.40%
42,Total Cash (mrq),436.2M
43,Total Cash Per Share (mrq),3.37
44,Total Debt (mrq),3.97B
45,Total Debt/Equity (mrq),146.94
46,Current Ratio (mrq),1.82
47,Book Value Per Share (mrq),20.67
48,Operating Cash Flow (ttm),437.4M
49,Levered Free Cash Flow (ttm),533.52M
