,Attribute,Value
0,Beta (5Y Monthly),2.19
1,52-Week Change 3,-44.86%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,34.64
4,52 Week Low 3,5.90
5,50-Day Moving Average 3,18.24
6,200-Day Moving Average 3,21.03
7,Avg Vol (3 month) 3,27.77M
8,Avg Vol (10 day) 3,17.61M
9,Shares Outstanding 5,492.69M
10,Float,488.66M
11,% Held by Insiders 1,0.77%
12,% Held by Institutions 1,86.88%
13,"Shares Short (Jun 14, 2020) 4",33.95M
14,"Short Ratio (Jun 14, 2020) 4",0.98
15,"Short % of Float (Jun 14, 2020) 4",9.36%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",6.88%
17,"Shares Short (prior month May 14, 2020) 4",31.95M
18,Forward Annual Dividend Rate 4,0.01
19,Forward Annual Dividend Yield 4,0.06%
20,Trailing Annual Dividend Rate 3,0.54
21,Trailing Annual Dividend Yield 3,3.38%
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,9.87%
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"Jun 08, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 18, 2005"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,24.45%
31,Operating Margin (ttm),7.20%
32,Return on Assets (ttm),1.48%
33,Return on Equity (ttm),22.82%
34,Revenue (ttm),11.55B
35,Revenue Per Share (ttm),22.45
36,Quarterly Revenue Growth (yoy),-29.70%
37,Gross Profit (ttm),5.3B
38,EBITDA,2.14B
39,Net Income Avi to Common (ttm),2.83B
40,Diluted EPS (ttm),5.48
41,Quarterly Earnings Growth (yoy),"2,478.10%"
42,Total Cash (mrq),6.02B
43,Total Cash Per Share (mrq),12.2
44,Total Debt (mrq),20.54B
45,Total Debt/Equity (mrq),153.02
46,Current Ratio (mrq),2.89
47,Book Value Per Share (mrq),16.58
48,Operating Cash Flow (ttm),987.68M
49,Levered Free Cash Flow (ttm),3.39M
