,Attribute,Value
0,Beta (5Y Monthly),1.31
1,52-Week Change 3,-31.37%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,151.97
4,52 Week Low 3,58.38
5,50-Day Moving Average 3,102.62
6,200-Day Moving Average 3,116.53
7,Avg Vol (3 month) 3,2.75M
8,Avg Vol (10 day) 3,1.74M
9,Shares Outstanding 5,337.62M
10,Float,262.73M
11,% Held by Insiders 1,21.78%
12,% Held by Institutions 1,72.31%
13,"Shares Short (Jun 14, 2020) 4",3.92M
14,"Short Ratio (Jun 14, 2020) 4",1.33
15,"Short % of Float (Jun 14, 2020) 4",1.47%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.16%
17,"Shares Short (prior month May 14, 2020) 4",4.52M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,1.63
21,Trailing Annual Dividend Yield 3,1.73%
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,18.54%
24,Dividend Date 3,"Mar 30, 2020"
25,Ex-Dividend Date 4,"Feb 27, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,5.90%
31,Operating Margin (ttm),13.21%
32,Return on Assets (ttm),9.61%
33,Return on Equity (ttm),
34,Revenue (ttm),51.68B
35,Revenue Per Share (ttm),151.98
36,Quarterly Revenue Growth (yoy),2.70%
37,Gross Profit (ttm),19.3B
38,EBITDA,9.48B
39,Net Income Avi to Common (ttm),3.05B
40,Diluted EPS (ttm),8.79
41,Quarterly Earnings Growth (yoy),-44.10%
42,Total Cash (mrq),844M
43,Total Cash Per Share (mrq),2.5
44,Total Debt (mrq),36.42B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),1.57
47,Book Value Per Share (mrq),-8.77
48,Operating Cash Flow (ttm),8B
49,Levered Free Cash Flow (ttm),2.71B
