,Attribute,Value
0,Beta (5Y Monthly),0.49
1,52-Week Change 3,-5.22%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,92.64
4,52 Week Low 3,65.25
5,50-Day Moving Average 3,78.31
6,200-Day Moving Average 3,80.80
7,Avg Vol (3 month) 3,10.55M
8,Avg Vol (10 day) 3,6.87M
9,Shares Outstanding 5,2.52B
10,Float,2.52B
11,% Held by Insiders 1,0.08%
12,% Held by Institutions 1,78.55%
13,"Shares Short (Jun 14, 2020) 4",14.56M
14,"Short Ratio (Jun 14, 2020) 4",1.31
15,"Short % of Float (Jun 14, 2020) 4",0.58%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.58%
17,"Shares Short (prior month May 14, 2020) 4",18.99M
18,Forward Annual Dividend Rate 4,2.44
19,Forward Annual Dividend Yield 4,3.18%
20,Trailing Annual Dividend Rate 3,2.26
21,Trailing Annual Dividend Yield 3,2.95%
22,5 Year Average Dividend Yield 4,2.98
23,Payout Ratio 4,58.73%
24,Dividend Date 3,"Jul 06, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Feb 16, 1999"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,21.10%
31,Operating Margin (ttm),32.73%
32,Return on Assets (ttm),11.76%
33,Return on Equity (ttm),37.55%
34,Revenue (ttm),48.08B
35,Revenue Per Share (ttm),18.84
36,Quarterly Revenue Growth (yoy),11.50%
37,Gross Profit (ttm),33.68B
38,EBITDA,19.06B
39,Net Income Avi to Common (ttm),10.15B
40,Diluted EPS (ttm),3.94
41,Quarterly Earnings Growth (yoy),10.40%
42,Total Cash (mrq),7.44B
43,Total Cash Per Share (mrq),2.95
44,Total Debt (mrq),28B
45,Total Debt/Equity (mrq),106.46
46,Current Ratio (mrq),1.12
47,Book Value Per Share (mrq),10.38
48,Operating Cash Flow (ttm),12.81B
49,Levered Free Cash Flow (ttm),9B
