,Attribute,Value
0,Beta (5Y Monthly),0.80
1,52-Week Change 3,-50.07%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,28.51
4,52 Week Low 3,11.29
5,50-Day Moving Average 3,16.26
6,200-Day Moving Average 3,18.27
7,Avg Vol (3 month) 3,3.26M
8,Avg Vol (10 day) 3,3.39M
9,Shares Outstanding 5,192.48M
10,Float,191.94M
11,% Held by Insiders 1,0.48%
12,% Held by Institutions 1,106.68%
13,"Shares Short (Jun 14, 2020) 4",23.8M
14,"Short Ratio (Jun 14, 2020) 4",8.99
15,"Short % of Float (Jun 14, 2020) 4",16.66%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",12.37%
17,"Shares Short (prior month May 14, 2020) 4",24.92M
18,Forward Annual Dividend Rate 4,1.04
19,Forward Annual Dividend Yield 4,7.91%
20,Trailing Annual Dividend Rate 3,1.04
21,Trailing Annual Dividend Yield 3,7.91%
22,5 Year Average Dividend Yield 4,3.78
23,Payout Ratio 4,"3,466.67%"
24,Dividend Date 3,"Jun 30, 2020"
25,Ex-Dividend Date 4,"Jun 24, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 22, 2005"
28,Fiscal Year Ends,"Apr 29, 2020"
29,Most Recent Quarter (mrq),"Apr 29, 2020"
30,Profit Margin,-0.29%
31,Operating Margin (ttm),6.94%
32,Return on Assets (ttm),2.72%
33,Return on Equity (ttm),2.01%
34,Revenue (ttm),2.64B
35,Revenue Per Share (ttm),13.42
36,Quarterly Revenue Growth (yoy),-22.40%
37,Gross Profit (ttm),927.44M
38,EBITDA,352.62M
39,Net Income Avi to Common (ttm),5.52M
40,Diluted EPS (ttm),-0.04
41,Quarterly Earnings Growth (yoy),-47.60%
42,Total Cash (mrq),2.66B
43,Total Cash Per Share (mrq),13.83
44,Total Debt (mrq),4.02B
45,Total Debt/Equity (mrq),5656.68
46,Current Ratio (mrq),1.96
47,Book Value Per Share (mrq),0.37
48,Operating Cash Flow (ttm),108.96M
49,Levered Free Cash Flow (ttm),-19.95M
