,Attribute,Value
0,Beta (5Y Monthly),1.47
1,52-Week Change 3,-11.56%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,125.52
4,52 Week Low 3,72.67
5,50-Day Moving Average 3,113.28
6,200-Day Moving Average 3,102.81
7,Avg Vol (3 month) 3,2.19M
8,Avg Vol (10 day) 3,1.63M
9,Shares Outstanding 5,220.83M
10,Float,220.19M
11,% Held by Insiders 1,0.30%
12,% Held by Institutions 1,95.39%
13,"Shares Short (Jun 14, 2020) 4",4.39M
14,"Short Ratio (Jun 14, 2020) 4",2.03
15,"Short % of Float (Jun 14, 2020) 4",2.07%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.99%
17,"Shares Short (prior month May 14, 2020) 4",4.75M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 22, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,44.83%
31,Operating Margin (ttm),44.97%
32,Return on Assets (ttm),9.26%
33,Return on Equity (ttm),22.13%
34,Revenue (ttm),5.3B
35,Revenue Per Share (ttm),23.78
36,Quarterly Revenue Growth (yoy),26.70%
37,Gross Profit (ttm),4.6B
38,EBITDA,2.73B
39,Net Income Avi to Common (ttm),2.37B
40,Diluted EPS (ttm),10.59
41,Quarterly Earnings Growth (yoy),-5.20%
42,Total Cash (mrq),2.36B
43,Total Cash Per Share (mrq),10.7
44,Total Debt (mrq),2.85B
45,Total Debt/Equity (mrq),24.24
46,Current Ratio (mrq),4.35
47,Book Value Per Share (mrq),53.13
48,Operating Cash Flow (ttm),2.2B
49,Levered Free Cash Flow (ttm),1.54B
