,Attribute,Value
0,Beta (5Y Monthly),0.20
1,52-Week Change 3,23.19%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,158.36
4,52 Week Low 3,105.00
5,50-Day Moving Average 3,142.18
6,200-Day Moving Average 3,134.64
7,Avg Vol (3 month) 3,2.34M
8,Avg Vol (10 day) 3,1.28M
9,Shares Outstanding 5,268.31M
10,Float,267.27M
11,% Held by Insiders 1,0.33%
12,% Held by Institutions 1,89.95%
13,"Shares Short (Jun 14, 2020) 4",12.77M
14,"Short Ratio (Jun 14, 2020) 4",5.7
15,"Short % of Float (Jun 14, 2020) 4",5.48%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.76%
17,"Shares Short (prior month May 14, 2020) 4",12.62M
18,Forward Annual Dividend Rate 4,4.48
19,Forward Annual Dividend Yield 4,3.05%
20,Trailing Annual Dividend Rate 3,4.36
21,Trailing Annual Dividend Yield 3,2.97%
22,5 Year Average Dividend Yield 4,3.59
23,Payout Ratio 4,156.27%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,21.89%
31,Operating Margin (ttm),15.95%
32,Return on Assets (ttm),1.11%
33,Return on Equity (ttm),5.01%
34,Revenue (ttm),3.14B
35,Revenue Per Share (ttm),14.81
36,Quarterly Revenue Growth (yoy),-9.60%
37,Gross Profit (ttm),2.02B
38,EBITDA,1.58B
39,Net Income Avi to Common (ttm),600M
40,Diluted EPS (ttm),2.80
41,Quarterly Earnings Growth (yoy),91.80%
42,Total Cash (mrq),246.48M
43,Total Cash Per Share (mrq),0.92
44,Total Debt (mrq),13.68B
45,Total Debt/Equity (mrq),79.47
46,Current Ratio (mrq),0.61
47,Book Value Per Share (mrq),57.00
48,Operating Cash Flow (ttm),1.39B
49,Levered Free Cash Flow (ttm),2.26B
