,Attribute,Value
0,Beta (5Y Monthly),0.83
1,52-Week Change 3,-27.71%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,229.40
4,52 Week Low 3,118.17
5,50-Day Moving Average 3,159.66
6,200-Day Moving Average 3,179.29
7,Avg Vol (3 month) 3,1.27M
8,Avg Vol (10 day) 3,983.67k
9,Shares Outstanding 5,140.73M
10,Float,139.93M
11,% Held by Insiders 1,0.27%
12,% Held by Institutions 1,96.54%
13,"Shares Short (Jun 14, 2020) 4",2.2M
14,"Short Ratio (Jun 14, 2020) 4",1.57
15,"Short % of Float (Jun 14, 2020) 4",2.12%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.56%
17,"Shares Short (prior month May 14, 2020) 4",2.88M
18,Forward Annual Dividend Rate 4,6.36
19,Forward Annual Dividend Yield 4,4.19%
20,Trailing Annual Dividend Rate 3,6.15
21,Trailing Annual Dividend Yield 3,4.06%
22,5 Year Average Dividend Yield 4,3.08
23,Payout Ratio 4,110.02%
24,Dividend Date 3,"Jul 14, 2020"
25,Ex-Dividend Date 4,"Jun 28, 2020"
26,Last Split Factor 2,8:9
27,Last Split Date 3,"Jan 06, 2013"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,33.13%
31,Operating Margin (ttm),35.41%
32,Return on Assets (ttm),2.72%
33,Return on Equity (ttm),7.24%
34,Revenue (ttm),2.37B
35,Revenue Per Share (ttm),16.95
36,Quarterly Revenue Growth (yoy),6.70%
37,Gross Profit (ttm),1.56B
38,EBITDA,1.51B
39,Net Income Avi to Common (ttm),781.59M
40,Diluted EPS (ttm),5.59
41,Quarterly Earnings Growth (yoy),-1.40%
42,Total Cash (mrq),778M
43,Total Cash Per Share (mrq),5.54
44,Total Debt (mrq),8.28B
45,Total Debt/Equity (mrq),75.82
46,Current Ratio (mrq),1.68
47,Book Value Per Share (mrq),77.69
48,Operating Cash Flow (ttm),1.3B
49,Levered Free Cash Flow (ttm),1.07B
