,Attribute,Value
0,Beta (5Y Monthly),0.27
1,52-Week Change 3,4.23%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,72.14
4,52 Week Low 3,46.58
5,50-Day Moving Average 3,64.21
6,200-Day Moving Average 3,64.04
7,Avg Vol (3 month) 3,3.11M
8,Avg Vol (10 day) 3,2.49M
9,Shares Outstanding 5,525.03M
10,Float,523.91M
11,% Held by Insiders 1,0.18%
12,% Held by Institutions 1,81.12%
13,"Shares Short (Jun 14, 2020) 4",13.93M
14,"Short Ratio (Jun 14, 2020) 4",4.83
15,"Short % of Float (Jun 14, 2020) 4",2.66%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.65%
17,"Shares Short (prior month May 14, 2020) 4",11.88M
18,Forward Annual Dividend Rate 4,1.72
19,Forward Annual Dividend Yield 4,2.72%
20,Trailing Annual Dividend Rate 3,1.64
21,Trailing Annual Dividend Yield 3,2.59%
22,5 Year Average Dividend Yield 4,3.01
23,Payout Ratio 4,63.51%
24,Dividend Date 3,"Jul 19, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 01, 1998"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,12.07%
31,Operating Margin (ttm),18.31%
32,Return on Assets (ttm),2.59%
33,Return on Equity (ttm),10.55%
34,Revenue (ttm),11.2B
35,Revenue Per Share (ttm),21.46
36,Quarterly Revenue Growth (yoy),-10.50%
37,Gross Profit (ttm),4.66B
38,EBITDA,3.81B
39,Net Income Avi to Common (ttm),1.35B
40,Diluted EPS (ttm),2.59
41,Quarterly Earnings Growth (yoy),-6.30%
42,Total Cash (mrq),268M
43,Total Cash Per Share (mrq),0.51
44,Total Debt (mrq),21.2B
45,Total Debt/Equity (mrq),159.34
46,Current Ratio (mrq),0.51
47,Book Value Per Share (mrq),25.34
48,Operating Cash Flow (ttm),3.14B
49,Levered Free Cash Flow (ttm),-2.31B
