,Attribute,Value
0,Beta (5Y Monthly),0.95
1,52-Week Change 3,-4.16%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,181.99
4,52 Week Low 3,106.14
5,50-Day Moving Average 3,156.27
6,200-Day Moving Average 3,152.52
7,Avg Vol (3 month) 3,1.73M
8,Avg Vol (10 day) 3,1.07M
9,Shares Outstanding 5,312.86M
10,Float,280.55M
11,% Held by Insiders 1,0.23%
12,% Held by Institutions 1,80.91%
13,"Shares Short (Jun 14, 2020) 4",4.8M
14,"Short Ratio (Jun 14, 2020) 4",2.54
15,"Short % of Float (Jun 14, 2020) 4",1.71%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.54%
17,"Shares Short (prior month May 14, 2020) 4",4.99M
18,Forward Annual Dividend Rate 4,3.04
19,Forward Annual Dividend Yield 4,1.93%
20,Trailing Annual Dividend Rate 3,3.04
21,Trailing Annual Dividend Yield 3,1.93%
22,5 Year Average Dividend Yield 4,2.16
23,Payout Ratio 4,34.51%
24,Dividend Date 3,"Aug 09, 2020"
25,Ex-Dividend Date 4,"Jun 28, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Dec 03, 2007"
28,Fiscal Year Ends,"Nov 02, 2019"
29,Most Recent Quarter (mrq),"May 02, 2020"
30,Profit Margin,7.61%
31,Operating Margin (ttm),10.15%
32,Return on Assets (ttm),3.11%
33,Return on Equity (ttm),23.57%
34,Revenue (ttm),36.8B
35,Revenue Per Share (ttm),117.15
36,Quarterly Revenue Growth (yoy),-18.30%
37,Gross Profit (ttm),9.18B
38,EBITDA,5.66B
39,Net Income Avi to Common (ttm),2.8B
40,Diluted EPS (ttm),8.81
41,Quarterly Earnings Growth (yoy),-41.30%
42,Total Cash (mrq),8.33B
43,Total Cash Per Share (mrq),26.62
44,Total Debt (mrq),50.59B
45,Total Debt/Equity (mrq),426.40
46,Current Ratio (mrq),2.27
47,Book Value Per Share (mrq),37.92
48,Operating Cash Flow (ttm),5.68B
49,Levered Free Cash Flow (ttm),-121.2M
