,Attribute,Value
0,Beta (5Y Monthly),1.06
1,52-Week Change 3,4.36%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,20.99
4,52 Week Low 3,10.44
5,50-Day Moving Average 3,15.30
6,200-Day Moving Average 3,15.57
7,Avg Vol (3 month) 3,3.92M
8,Avg Vol (10 day) 3,3M
9,Shares Outstanding 5,424.1M
10,Float,420.47M
11,% Held by Insiders 1,0.78%
12,% Held by Institutions 1,90.56%
13,"Shares Short (Jun 14, 2020) 4",13.23M
14,"Short Ratio (Jun 14, 2020) 4",3.42
15,"Short % of Float (Jun 14, 2020) 4",4.65%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.12%
17,"Shares Short (prior month May 14, 2020) 4",14.75M
18,Forward Annual Dividend Rate 4,0.92
19,Forward Annual Dividend Yield 4,6.13%
20,Trailing Annual Dividend Rate 3,0.92
21,Trailing Annual Dividend Yield 3,6.13%
22,5 Year Average Dividend Yield 4,3.41
23,Payout Ratio 4,
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"May 27, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Sep 01, 1994"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-10.69%
31,Operating Margin (ttm),8.42%
32,Return on Assets (ttm),3.14%
33,Return on Equity (ttm),-24.08%
34,Revenue (ttm),9.56B
35,Revenue Per Share (ttm),22.57
36,Quarterly Revenue Growth (yoy),-7.60%
37,Gross Profit (ttm),3.24B
38,EBITDA,1.25B
39,Net Income Avi to Common (ttm),-1.02B
40,Diluted EPS (ttm),-2.41
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),476M
43,Total Cash Per Share (mrq),1.12
44,Total Debt (mrq),6.64B
45,Total Debt/Equity (mrq),190.95
46,Current Ratio (mrq),1.33
47,Book Value Per Share (mrq),8.14
48,Operating Cash Flow (ttm),1.27B
49,Levered Free Cash Flow (ttm),3.61B
