,Attribute,Value
0,Beta (5Y Monthly),1.10
1,52-Week Change 3,-20.08%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,34.25
4,52 Week Low 3,17.44
5,50-Day Moving Average 3,25.86
6,200-Day Moving Average 3,24.60
7,Avg Vol (3 month) 3,5.84M
8,Avg Vol (10 day) 3,4.56M
9,Shares Outstanding 5,760.95M
10,Float,758.08M
11,% Held by Insiders 1,0.32%
12,% Held by Institutions 1,75.62%
13,"Shares Short (Jun 14, 2020) 4",23.77M
14,"Short Ratio (Jun 14, 2020) 4",3.63
15,"Short % of Float (Jun 14, 2020) 4",3.13%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.12%
17,"Shares Short (prior month May 14, 2020) 4",21.31M
18,Forward Annual Dividend Rate 4,0.88
19,Forward Annual Dividend Yield 4,3.32%
20,Trailing Annual Dividend Rate 3,0.82
21,Trailing Annual Dividend Yield 3,3.09%
22,5 Year Average Dividend Yield 4,2.43
23,Payout Ratio 4,241.18%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"May 27, 2020"
26,Last Split Factor 2,3:1
27,Last Split Date 3,"Oct 03, 2000"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.29%
31,Operating Margin (ttm),8.26%
32,Return on Assets (ttm),2.07%
33,Return on Equity (ttm),2.81%
34,Revenue (ttm),11.08B
35,Revenue Per Share (ttm),14.39
36,Quarterly Revenue Growth (yoy),-15.00%
37,Gross Profit (ttm),4.04B
38,EBITDA,2.46B
39,Net Income Avi to Common (ttm),267M
40,Diluted EPS (ttm),0.35
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),2.02B
43,Total Cash Per Share (mrq),2.66
44,Total Debt (mrq),8.46B
45,Total Debt/Equity (mrq),68.87
46,Current Ratio (mrq),2.18
47,Book Value Per Share (mrq),13.04
48,Operating Cash Flow (ttm),2.31B
49,Levered Free Cash Flow (ttm),102.25M
