,Attribute,Value
0,Beta (5Y Monthly),0.91
1,52-Week Change 3,-6.60%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,281.82
4,52 Week Low 3,135.08
5,50-Day Moving Average 3,206.79
6,200-Day Moving Average 3,217.12
7,Avg Vol (3 month) 3,666.19k
8,Avg Vol (10 day) 3,562.95k
9,Shares Outstanding 5,62.24M
10,Float,58.55M
11,% Held by Insiders 1,0.65%
12,% Held by Institutions 1,99.02%
13,"Shares Short (Jun 14, 2020) 4",2.23M
14,"Short Ratio (Jun 14, 2020) 4",3.35
15,"Short % of Float (Jun 14, 2020) 4",4.05%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.58%
17,"Shares Short (prior month May 14, 2020) 4",2.15M
18,Forward Annual Dividend Rate 4,2.2
19,Forward Annual Dividend Yield 4,1.06%
20,Trailing Annual Dividend Rate 3,2.13
21,Trailing Annual Dividend Yield 3,1.03%
22,5 Year Average Dividend Yield 4,0.89
23,Payout Ratio 4,22.49%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"May 28, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.41%
31,Operating Margin (ttm),19.76%
32,Return on Assets (ttm),5.33%
33,Return on Equity (ttm),11.58%
34,Revenue (ttm),4.43B
35,Revenue Per Share (ttm),71.04
36,Quarterly Revenue Growth (yoy),1.40%
37,Gross Profit (ttm),1.18B
38,EBITDA,1.25B
39,Net Income Avi to Common (ttm),594.1M
40,Diluted EPS (ttm),9.48
41,Quarterly Earnings Growth (yoy),-39.60%
42,Total Cash (mrq),424M
43,Total Cash Per Share (mrq),6.81
44,Total Debt (mrq),3.75B
45,Total Debt/Equity (mrq),70.68
46,Current Ratio (mrq),1.70
47,Book Value Per Share (mrq),85.16
48,Operating Cash Flow (ttm),954.9M
49,Levered Free Cash Flow (ttm),474.92M
