,Attribute,Value
0,Beta (5Y Monthly),1.59
1,52-Week Change 3,37.97%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,71.38
4,52 Week Low 3,25.42
5,50-Day Moving Average 3,61.63
6,200-Day Moving Average 3,55.97
7,Avg Vol (3 month) 3,3.68M
8,Avg Vol (10 day) 3,3.33M
9,Shares Outstanding 5,274.62M
10,Float,284.31M
11,% Held by Insiders 1,2.07%
12,% Held by Institutions 1,98.93%
13,"Shares Short (Jun 14, 2020) 4",8.77M
14,"Short Ratio (Jun 14, 2020) 4",2.17
15,"Short % of Float (Jun 14, 2020) 4",3.67%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.81%
17,"Shares Short (prior month May 14, 2020) 4",10.69M
18,Forward Annual Dividend Rate 4,0.5
19,Forward Annual Dividend Yield 4,0.79%
20,Trailing Annual Dividend Rate 3,0.33
21,Trailing Annual Dividend Yield 3,0.52%
22,5 Year Average Dividend Yield 4,0.34
23,Payout Ratio 4,4.98%
24,Dividend Date 3,"Jul 23, 2020"
25,Ex-Dividend Date 4,"Jul 08, 2020"
26,Last Split Factor 2,1017:1000
27,Last Split Date 3,"Nov 08, 2017"
28,Fiscal Year Ends,"Nov 29, 2019"
29,Most Recent Quarter (mrq),"May 30, 2020"
30,Profit Margin,9.30%
31,Operating Margin (ttm),11.93%
32,Return on Assets (ttm),5.73%
33,Return on Equity (ttm),13.12%
34,Revenue (ttm),22.62B
35,Revenue Per Share (ttm),72.30
36,Quarterly Revenue Growth (yoy),-5.00%
37,Gross Profit (ttm),4.52B
38,EBITDA,2.79B
39,Net Income Avi to Common (ttm),2.08B
40,Diluted EPS (ttm),6.64
41,Quarterly Earnings Growth (yoy),22.80%
42,Total Cash (mrq),1.42B
43,Total Cash Per Share (mrq),4.54
44,Total Debt (mrq),8.94B
45,Total Debt/Equity (mrq),53.73
46,Current Ratio (mrq),8.45
47,Book Value Per Share (mrq),52.98
48,Operating Cash Flow (ttm),3.22B
49,Levered Free Cash Flow (ttm),2.29B
