,Attribute,Value
0,Beta (5Y Monthly),0.54
1,52-Week Change 3,0.72%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,101.93
4,52 Week Low 3,63.51
5,50-Day Moving Average 3,94.15
6,200-Day Moving Average 3,91.22
7,Avg Vol (3 month) 3,2.81M
8,Avg Vol (10 day) 3,2.05M
9,Shares Outstanding 5,547.22M
10,Float,540.3M
11,% Held by Insiders 1,1.48%
12,% Held by Institutions 1,94.64%
13,"Shares Short (Jun 14, 2020) 4",4.44M
14,"Short Ratio (Jun 14, 2020) 4",1.48
15,"Short % of Float (Jun 14, 2020) 4",0.82%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.81%
17,"Shares Short (prior month May 14, 2020) 4",6.02M
18,Forward Annual Dividend Rate 4,1.2
19,Forward Annual Dividend Yield 4,1.30%
20,Trailing Annual Dividend Rate 3,1.12
21,Trailing Annual Dividend Yield 3,1.22%
22,5 Year Average Dividend Yield 4,1.18
23,Payout Ratio 4,30.08%
24,Dividend Date 3,"Dec 30, 2020"
25,Ex-Dividend Date 4,"Sep 14, 2020"
26,Last Split Factor 2,5:1
27,Last Split Date 3,"Nov 03, 2016"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,38.23%
31,Operating Margin (ttm),53.71%
32,Return on Assets (ttm),1.58%
33,Return on Equity (ttm),12.41%
34,Revenue (ttm),5.49B
35,Revenue Per Share (ttm),9.86
36,Quarterly Revenue Growth (yoy),22.80%
37,Gross Profit (ttm),5.2B
38,EBITDA,3.4B
39,Net Income Avi to Common (ttm),2.1B
40,Diluted EPS (ttm),3.74
41,Quarterly Earnings Growth (yoy),34.30%
42,Total Cash (mrq),583M
43,Total Cash Per Share (mrq),1.07
44,Total Debt (mrq),8.6B
45,Total Debt/Equity (mrq),50.38
46,Current Ratio (mrq),0.99
47,Book Value Per Share (mrq),30.91
48,Operating Cash Flow (ttm),2.52B
49,Levered Free Cash Flow (ttm),1.79B
