,Attribute,Value
0,Beta (5Y Monthly),0.36
1,52-Week Change 3,-1.92%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,60.28
4,52 Week Low 3,37.66
5,50-Day Moving Average 3,48.87
6,200-Day Moving Average 3,51.63
7,Avg Vol (3 month) 3,1.42M
8,Avg Vol (10 day) 3,1.33M
9,Shares Outstanding 5,249.5M
10,Float,249.06M
11,% Held by Insiders 1,0.18%
12,% Held by Institutions 1,77.55%
13,"Shares Short (Jun 14, 2020) 4",4.6M
14,"Short Ratio (Jun 14, 2020) 4",3.34
15,"Short % of Float (Jun 14, 2020) 4",2.11%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.84%
17,"Shares Short (prior month May 14, 2020) 4",3.86M
18,Forward Annual Dividend Rate 4,1.52
19,Forward Annual Dividend Yield 4,3.15%
20,Trailing Annual Dividend Rate 3,1.45
21,Trailing Annual Dividend Yield 3,2.99%
22,5 Year Average Dividend Yield 4,3.06
23,Payout Ratio 4,57.80%
24,Dividend Date 3,"May 14, 2020"
25,Ex-Dividend Date 4,"Apr 28, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 19, 2016"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,16.84%
31,Operating Margin (ttm),21.17%
32,Return on Assets (ttm),2.90%
33,Return on Equity (ttm),11.38%
34,Revenue (ttm),3.58B
35,Revenue Per Share (ttm),14.87
36,Quarterly Revenue Growth (yoy),-7.20%
37,Gross Profit (ttm),1.46B
38,EBITDA,1.33B
39,Net Income Avi to Common (ttm),602.1M
40,Diluted EPS (ttm),2.50
41,Quarterly Earnings Growth (yoy),35.90%
42,Total Cash (mrq),55.2M
43,Total Cash Per Share (mrq),0.22
44,Total Debt (mrq),6.46B
45,Total Debt/Equity (mrq),113.31
46,Current Ratio (mrq),0.55
47,Book Value Per Share (mrq),22.05
48,Operating Cash Flow (ttm),639.5M
49,Levered Free Cash Flow (ttm),-470.11M
