,Attribute,Value
0,Beta (5Y Monthly),0.52
1,52-Week Change 3,-34.63%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,118.19
4,52 Week Low 3,46.07
5,50-Day Moving Average 3,63.97
6,200-Day Moving Average 3,82.55
7,Avg Vol (3 month) 3,1.54M
8,Avg Vol (10 day) 3,1.53M
9,Shares Outstanding 5,160.8M
10,Float,156.54M
11,% Held by Insiders 1,6.57%
12,% Held by Institutions 1,64.91%
13,"Shares Short (Jun 14, 2020) 4",3.16M
14,"Short Ratio (Jun 14, 2020) 4",2.02
15,"Short % of Float (Jun 14, 2020) 4",2.44%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.97%
17,"Shares Short (prior month May 14, 2020) 4",3.12M
18,Forward Annual Dividend Rate 4,2.4
19,Forward Annual Dividend Yield 4,3.57%
20,Trailing Annual Dividend Rate 3,2.28
21,Trailing Annual Dividend Yield 3,3.39%
22,5 Year Average Dividend Yield 4,2.68
23,Payout Ratio 4,712.50%
24,Dividend Date 3,"Jul 14, 2020"
25,Ex-Dividend Date 4,"Jun 15, 2020"
26,Last Split Factor 2,105:100
27,Last Split Date 3,"Apr 03, 2005"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,1.34%
31,Operating Margin (ttm),1.45%
32,Return on Assets (ttm),0.22%
33,Return on Equity (ttm),0.91%
34,Revenue (ttm),5.67B
35,Revenue Per Share (ttm),34.76
36,Quarterly Revenue Growth (yoy),
37,Gross Profit (ttm),2.63B
38,EBITDA,157M
39,Net Income Avi to Common (ttm),76M
40,Diluted EPS (ttm),0.47
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),486M
43,Total Cash Per Share (mrq),3.02
44,Total Debt (mrq),960M
45,Total Debt/Equity (mrq),11.94
46,Current Ratio (mrq),1.11
47,Book Value Per Share (mrq),50.01
48,Operating Cash Flow (ttm),1.18B
49,Levered Free Cash Flow (ttm),121.12M
