,Attribute,Value
0,Beta (5Y Monthly),1.87
1,52-Week Change 3,-58.45%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,39.90
4,52 Week Low 3,5.42
5,50-Day Moving Average 3,16.88
6,200-Day Moving Average 3,20.73
7,Avg Vol (3 month) 3,5.06M
8,Avg Vol (10 day) 3,3.24M
9,Shares Outstanding 5,149.43M
10,Float,128.83M
11,% Held by Insiders 1,5.38%
12,% Held by Institutions 1,96.11%
13,"Shares Short (Jun 14, 2020) 4",15.23M
14,"Short Ratio (Jun 14, 2020) 4",2.97
15,"Short % of Float (Jun 14, 2020) 4",11.96%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",10.19%
17,"Shares Short (prior month May 14, 2020) 4",20.56M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Mar 27, 2020"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,-4.02%
31,Operating Margin (ttm),12.16%
32,Return on Assets (ttm),5.78%
33,Return on Equity (ttm),-9.77%
34,Revenue (ttm),5.55B
35,Revenue Per Share (ttm),36.83
36,Quarterly Revenue Growth (yoy),-11.30%
37,Gross Profit (ttm),3.38B
38,EBITDA,924M
39,Net Income Avi to Common (ttm),-223M
40,Diluted EPS (ttm),-1.48
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),592M
43,Total Cash Per Share (mrq),3.94
44,Total Debt (mrq),4.37B
45,Total Debt/Equity (mrq),201.43
46,Current Ratio (mrq),1.35
47,Book Value Per Share (mrq),14.50
48,Operating Cash Flow (ttm),859M
49,Levered Free Cash Flow (ttm),661.63M
