,Attribute,Value
0,Beta (5Y Monthly),1.08
1,52-Week Change 3,-11.05%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,51.60
4,52 Week Low 3,26.40
5,50-Day Moving Average 3,38.56
6,200-Day Moving Average 3,39.53
7,Avg Vol (3 month) 3,5.72M
8,Avg Vol (10 day) 3,4.87M
9,Shares Outstanding 5,885.44M
10,Float,883.91M
11,% Held by Insiders 1,0.23%
12,% Held by Institutions 1,86.89%
13,"Shares Short (Jun 14, 2020) 4",9.29M
14,"Short Ratio (Jun 14, 2020) 4",1.63
15,"Short % of Float (Jun 14, 2020) 4",1.05%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.05%
17,"Shares Short (prior month May 14, 2020) 4",8.71M
18,Forward Annual Dividend Rate 4,1.24
19,Forward Annual Dividend Yield 4,3.34%
20,Trailing Annual Dividend Rate 3,1.21
21,Trailing Annual Dividend Yield 3,3.26%
22,5 Year Average Dividend Yield 4,2.00
23,Payout Ratio 4,26.19%
24,Dividend Date 3,"May 10, 2020"
25,Ex-Dividend Date 4,"Apr 26, 2020"
26,Last Split Factor 2,9434:10000
27,Last Split Date 3,"Jul 01, 2007"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,27.06%
31,Operating Margin (ttm),34.69%
32,Return on Assets (ttm),1.10%
33,Return on Equity (ttm),10.80%
34,Revenue (ttm),16.53B
35,Revenue Per Share (ttm),17.92
36,Quarterly Revenue Growth (yoy),1.20%
37,Gross Profit (ttm),16.49B
38,EBITDA,
39,Net Income Avi to Common (ttm),4.29B
40,Diluted EPS (ttm),4.63
41,Quarterly Earnings Growth (yoy),3.60%
42,Total Cash (mrq),210.27B
43,Total Cash Per Share (mrq),237.47
44,Total Debt (mrq),73.59B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),42.47
48,Operating Cash Flow (ttm),-640M
49,Levered Free Cash Flow (ttm),
