,Attribute,Value
0,Beta (5Y Monthly),0.25
1,52-Week Change 3,44.93%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,230.53
4,52 Week Low 3,144.12
5,50-Day Moving Average 3,211.74
6,200-Day Moving Average 3,183.93
7,Avg Vol (3 month) 3,1.8M
8,Avg Vol (10 day) 3,1.21M
9,Shares Outstanding 5,125.93M
10,Float,125.57M
11,% Held by Insiders 1,0.13%
12,% Held by Institutions 1,81.76%
13,"Shares Short (Jun 14, 2020) 4",11M
14,"Short Ratio (Jun 14, 2020) 4",6.04
15,"Short % of Float (Jun 14, 2020) 4",9.97%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",8.74%
17,"Shares Short (prior month May 14, 2020) 4",11.99M
18,Forward Annual Dividend Rate 4,4.44
19,Forward Annual Dividend Yield 4,1.93%
20,Trailing Annual Dividend Rate 3,4.24
21,Trailing Annual Dividend Yield 3,1.85%
22,5 Year Average Dividend Yield 4,2.47
23,Payout Ratio 4,60.79%
24,Dividend Date 3,"Aug 13, 2020"
25,Ex-Dividend Date 4,"Jul 27, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 23, 1999"
28,Fiscal Year Ends,"Jun 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.67%
31,Operating Margin (ttm),18.38%
32,Return on Assets (ttm),13.28%
33,Return on Equity (ttm),117.89%
34,Revenue (ttm),6.37B
35,Revenue Per Share (ttm),50.56
36,Quarterly Revenue Growth (yoy),15.00%
37,Gross Profit (ttm),2.73B
38,EBITDA,1.34B
39,Net Income Avi to Common (ttm),870M
40,Diluted EPS (ttm),6.82
41,Quarterly Earnings Growth (yoy),28.90%
42,Total Cash (mrq),496M
43,Total Cash Per Share (mrq),3.94
44,Total Debt (mrq),3.28B
45,Total Debt/Equity (mrq),472.23
46,Current Ratio (mrq),0.98
47,Book Value Per Share (mrq),5.52
48,Operating Cash Flow (ttm),1.2B
49,Levered Free Cash Flow (ttm),776.37M
