,Attribute,Value
0,Beta (5Y Monthly),1.05
1,52-Week Change 3,-9.27%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,2094.00
4,52 Week Low 3,1107.29
5,50-Day Moving Average 3,1670.17
6,200-Day Moving Average 3,1651.90
7,Avg Vol (3 month) 3,566.85k
8,Avg Vol (10 day) 3,355.2k
9,Shares Outstanding 5,40.93M
10,Float,40.79M
11,% Held by Insiders 1,0.35%
12,% Held by Institutions 1,96.71%
13,"Shares Short (Jun 14, 2020) 4",1.24M
14,"Short Ratio (Jun 14, 2020) 4",1.75
15,"Short % of Float (Jun 14, 2020) 4",3.04%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.03%
17,"Shares Short (prior month May 14, 2020) 4",1.51M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,1:6
27,Last Split Date 3,"Jun 15, 2003"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,23.43%
31,Operating Margin (ttm),34.23%
32,Return on Assets (ttm),15.44%
33,Return on Equity (ttm),63.30%
34,Revenue (ttm),14.52B
35,Revenue Per Share (ttm),344.79
36,Quarterly Revenue Growth (yoy),-19.40%
37,Gross Profit (ttm),15.07B
38,EBITDA,5.44B
39,Net Income Avi to Common (ttm),3.4B
40,Diluted EPS (ttm),80.16
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),7.19B
43,Total Cash Per Share (mrq),175.64
44,Total Debt (mrq),9.21B
45,Total Debt/Equity (mrq),240.51
46,Current Ratio (mrq),2.24
47,Book Value Per Share (mrq),93.60
48,Operating Cash Flow (ttm),4.34B
49,Levered Free Cash Flow (ttm),2.97B
