,Attribute,Value
0,Beta (5Y Monthly),1.33
1,52-Week Change 3,-5.54%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,178.50
4,52 Week Low 3,88.69
5,50-Day Moving Average 3,140.29
6,200-Day Moving Average 3,135.00
7,Avg Vol (3 month) 3,2.77M
8,Avg Vol (10 day) 3,2.62M
9,Shares Outstanding 5,261.25M
10,Float,240.53M
11,% Held by Insiders 1,7.72%
12,% Held by Institutions 1,75.09%
13,"Shares Short (Jun 14, 2020) 4",6.25M
14,"Short Ratio (Jun 14, 2020) 4",2.28
15,"Short % of Float (Jun 14, 2020) 4",2.59%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.39%
17,"Shares Short (prior month May 14, 2020) 4",5.85M
18,Forward Annual Dividend Rate 4,2.6
19,Forward Annual Dividend Yield 4,1.67%
20,Trailing Annual Dividend Rate 3,2.60
21,Trailing Annual Dividend Yield 3,1.67%
22,5 Year Average Dividend Yield 4,1.05
23,Payout Ratio 4,53.06%
24,Dividend Date 3,"Jul 12, 2020"
25,Ex-Dividend Date 4,"Jun 25, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 06, 1999"
28,Fiscal Year Ends,"May 30, 2020"
29,Most Recent Quarter (mrq),"May 30, 2020"
30,Profit Margin,1.86%
31,Operating Margin (ttm),3.94%
32,Return on Assets (ttm),2.67%
33,Return on Equity (ttm),7.13%
34,Revenue (ttm),69.22B
35,Revenue Per Share (ttm),264.19
36,Quarterly Revenue Growth (yoy),-2.50%
37,Gross Profit (ttm),16.84B
38,EBITDA,6.34B
39,Net Income Avi to Common (ttm),1.29B
40,Diluted EPS (ttm),4.90
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),4.88B
43,Total Cash Per Share (mrq),18.7
44,Total Debt (mrq),36.12B
45,Total Debt/Equity (mrq),197.44
46,Current Ratio (mrq),1.58
47,Book Value Per Share (mrq),70.10
48,Operating Cash Flow (ttm),5.1B
49,Levered Free Cash Flow (ttm),-1.35B
