,Attribute,Value
0,Beta (5Y Monthly),0.93
1,52-Week Change 3,50.99%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,467.21
4,52 Week Low 3,255.13
5,50-Day Moving Average 3,416.41
6,200-Day Moving Average 3,360.59
7,Avg Vol (3 month) 3,2.99M
8,Avg Vol (10 day) 3,2.65M
9,Shares Outstanding 5,479.66M
10,Float,477.85M
11,% Held by Insiders 1,0.29%
12,% Held by Institutions 1,89.10%
13,"Shares Short (Jun 14, 2020) 4",4.62M
14,"Short Ratio (Jun 14, 2020) 4",1.44
15,"Short % of Float (Jun 14, 2020) 4",0.97%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.96%
17,"Shares Short (prior month May 14, 2020) 4",4.75M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,"Mar 23, 2005"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 23, 2005"
28,Fiscal Year Ends,"Nov 28, 2019"
29,Most Recent Quarter (mrq),"May 28, 2020"
30,Profit Margin,30.71%
31,Operating Margin (ttm),31.36%
32,Return on Assets (ttm),11.44%
33,Return on Equity (ttm),35.55%
34,Revenue (ttm),12.05B
35,Revenue Per Share (ttm),24.92
36,Quarterly Revenue Growth (yoy),14.00%
37,Gross Profit (ttm),9.5B
38,EBITDA,4.35B
39,Net Income Avi to Common (ttm),3.7B
40,Diluted EPS (ttm),7.58
41,Quarterly Earnings Growth (yoy),73.80%
42,Total Cash (mrq),4.35B
43,Total Cash Per Share (mrq),9.07
44,Total Debt (mrq),4.7B
45,Total Debt/Equity (mrq),43.17
46,Current Ratio (mrq),1.29
47,Book Value Per Share (mrq),22.67
48,Operating Cash Flow (ttm),4.81B
49,Levered Free Cash Flow (ttm),3.59B
