,Attribute,Value
0,Beta (5Y Monthly),1.08
1,52-Week Change 3,-0.73%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,863.53
4,52 Week Low 3,579.40
5,50-Day Moving Average 3,802.23
6,200-Day Moving Average 3,750.20
7,Avg Vol (3 month) 3,146.36k
8,Avg Vol (10 day) 3,95.25k
9,Shares Outstanding 5,23.91M
10,Float,23.47M
11,% Held by Insiders 1,1.83%
12,% Held by Institutions 1,99.77%
13,"Shares Short (Jun 14, 2020) 4",666.95k
14,"Short Ratio (Jun 14, 2020) 4",4.04
15,"Short % of Float (Jun 14, 2020) 4",3.22%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.79%
17,"Shares Short (prior month May 14, 2020) 4",678.85k
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,1:2
27,Last Split Date 3,"Jun 24, 1996"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,18.38%
31,Operating Margin (ttm),24.40%
32,Return on Assets (ttm),16.45%
33,Return on Equity (ttm),126.11%
34,Revenue (ttm),2.98B
35,Revenue Per Share (ttm),122.26
36,Quarterly Revenue Growth (yoy),-4.50%
37,Gross Profit (ttm),1.74B
38,EBITDA,781.6M
39,Net Income Avi to Common (ttm),547.42M
40,Diluted EPS (ttm),22.13
41,Quarterly Earnings Growth (yoy),-12.20%
42,Total Cash (mrq),323.58M
43,Total Cash Per Share (mrq),13.53
44,Total Debt (mrq),1.57B
45,Total Debt/Equity (mrq),513.66
46,Current Ratio (mrq),1.77
47,Book Value Per Share (mrq),12.82
48,Operating Cash Flow (ttm),570.17M
49,Levered Free Cash Flow (ttm),405.76M
