,Attribute,Value
0,Beta (5Y Monthly),1.37
1,52-Week Change 3,-16.71%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,172.61
4,52 Week Low 3,90.72
5,50-Day Moving Average 3,136.86
6,200-Day Moving Average 3,138.04
7,Avg Vol (3 month) 3,637.35k
8,Avg Vol (10 day) 3,466.27k
9,Shares Outstanding 5,54.35M
10,Float,53.6M
11,% Held by Insiders 1,1.36%
12,% Held by Institutions 1,101.41%
13,"Shares Short (Jun 14, 2020) 4",6.62M
14,"Short Ratio (Jun 14, 2020) 4",9.99
15,"Short % of Float (Jun 14, 2020) 4",13.96%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",12.18%
17,"Shares Short (prior month May 14, 2020) 4",6.44M
18,Forward Annual Dividend Rate 4,4.32
19,Forward Annual Dividend Yield 4,3.35%
20,Trailing Annual Dividend Rate 3,4.06
21,Trailing Annual Dividend Yield 3,3.15%
22,5 Year Average Dividend Yield 4,1.94
23,Payout Ratio 4,34.58%
24,Dividend Date 3,"Jun 09, 2020"
25,Ex-Dividend Date 4,"May 19, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Sep 10, 1996"
28,Fiscal Year Ends,"Dec 27, 2019"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,16.33%
31,Operating Margin (ttm),23.18%
32,Return on Assets (ttm),10.48%
33,Return on Equity (ttm),20.42%
34,Revenue (ttm),4B
35,Revenue Per Share (ttm),72.90
36,Quarterly Revenue Growth (yoy),-6.90%
37,Gross Profit (ttm),2.09B
38,EBITDA,1.01B
39,Net Income Avi to Common (ttm),652.8M
40,Diluted EPS (ttm),11.74
41,Quarterly Earnings Growth (yoy),-22.90%
42,Total Cash (mrq),185.6M
43,Total Cash Per Share (mrq),3.41
44,Total Debt (mrq),1.17B
45,Total Debt/Equity (mrq),34.97
46,Current Ratio (mrq),2.50
47,Book Value Per Share (mrq),61.31
48,Operating Cash Flow (ttm),686.7M
49,Levered Free Cash Flow (ttm),524.66M
