,Attribute,Value
0,Beta (5Y Monthly),0.76
1,52-Week Change 3,-14.35%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,231.61
4,52 Week Low 3,159.50
5,50-Day Moving Average 3,183.51
6,200-Day Moving Average 3,197.44
7,Avg Vol (3 month) 3,7.11M
8,Avg Vol (10 day) 3,5.5M
9,Shares Outstanding 5,1.41B
10,Float,1.34M
11,% Held by Insiders 1,0.18%
12,% Held by Institutions 1,68.84%
13,"Shares Short (Jun 14, 2020) 4",12.42M
14,"Short Ratio (Jun 14, 2020) 4",1.71
15,"Short % of Float (Jun 14, 2020) 4",1.04%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.51%
17,"Shares Short (prior month May 14, 2020) 4",12.75M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,50:1
27,Last Split Date 3,"Jan 20, 2010"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.90%
31,Operating Margin (ttm),5.72%
32,Return on Assets (ttm),1.22%
33,Return on Equity (ttm),2.77%
34,Revenue (ttm),256.69B
35,Revenue Per Share (ttm),157504.42
36,Quarterly Revenue Growth (yoy),1.00%
37,Gross Profit (ttm),105.48B
38,EBITDA,24.92B
39,Net Income Avi to Common (ttm),10.01B
40,Diluted EPS (ttm),6142.19
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),137.26B
43,Total Cash Per Share (mrq),84728.78
44,Total Debt (mrq),104.23B
45,Total Debt/Equity (mrq),27.78
46,Current Ratio (mrq),2.00
47,Book Value Per Share (mrq),229292.47
48,Operating Cash Flow (ttm),37.91B
49,Levered Free Cash Flow (ttm),1.75B
