,Attribute,Value
0,Beta (5Y Monthly),1.30
1,52-Week Change 3,-32.21%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,127.00
4,52 Week Low 3,51.60
5,50-Day Moving Average 3,91.62
6,200-Day Moving Average 3,94.51
7,Avg Vol (3 month) 3,10.27M
8,Avg Vol (10 day) 3,6.71M
9,Shares Outstanding 5,1.87B
10,Float,1.87B
11,% Held by Insiders 1,0.05%
12,% Held by Institutions 1,68.96%
13,"Shares Short (Jun 14, 2020) 4",16.41M
14,"Short Ratio (Jun 14, 2020) 4",1.62
15,"Short % of Float (Jun 14, 2020) 4",0.88%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.88%
17,"Shares Short (prior month May 14, 2020) 4",21.33M
18,Forward Annual Dividend Rate 4,5.16
19,Forward Annual Dividend Yield 4,6.24%
20,Trailing Annual Dividend Rate 3,4.86
21,Trailing Annual Dividend Yield 3,5.87%
22,5 Year Average Dividend Yield 4,4.19
23,Payout Ratio 4,233.65%
24,Dividend Date 3,"Jun 09, 2020"
25,Ex-Dividend Date 4,"May 17, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Sep 12, 2004"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,2.86%
31,Operating Margin (ttm),7.25%
32,Return on Assets (ttm),2.49%
33,Return on Equity (ttm),2.51%
34,Revenue (ttm),135.38B
35,Revenue Per Share (ttm),72.18
36,Quarterly Revenue Growth (yoy),-13.10%
37,Gross Profit (ttm),59.75B
38,EBITDA,28.56B
39,Net Income Avi to Common (ttm),3.87B
40,Diluted EPS (ttm),2.06
41,Quarterly Earnings Growth (yoy),35.90%
42,Total Cash (mrq),8.54B
43,Total Cash Per Share (mrq),4.57
44,Total Debt (mrq),32.35B
45,Total Debt/Equity (mrq),22.32
46,Current Ratio (mrq),1.01
47,Book Value Per Share (mrq),77.09
48,Operating Cash Flow (ttm),26.98B
49,Levered Free Cash Flow (ttm),13.42B
