,Attribute,Value
0,Beta (5Y Monthly),0.57
1,52-Week Change 3,31.51%
2,S&P500 52-Week Change 3,5.66%
3,52 Week High 3,154.88
4,52 Week Low 3,100.00
5,50-Day Moving Average 3,138.78
6,200-Day Moving Average 3,125.70
7,Avg Vol (3 month) 3,2.34M
8,Avg Vol (10 day) 3,1.6M
9,Shares Outstanding 5,113.42M
10,Float,107.81M
11,% Held by Insiders 1,1.20%
12,% Held by Institutions 1,94.24%
13,"Shares Short (Jun 14, 2020) 4",4.6M
14,"Short Ratio (Jun 14, 2020) 4",1.41
15,"Short % of Float (Jun 14, 2020) 4",4.52%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.04%
17,"Shares Short (prior month May 14, 2020) 4",3.77M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Apr 11, 2005"
28,Fiscal Year Ends,"Mar 30, 2020"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.09%
31,Operating Margin (ttm),13.77%
32,Return on Assets (ttm),5.78%
33,Return on Equity (ttm),17.66%
34,Revenue (ttm),3.09B
35,Revenue Per Share (ttm),27.31
36,Quarterly Revenue Growth (yoy),41.10%
37,Gross Profit (ttm),1.55B
38,EBITDA,493.97M
39,Net Income Avi to Common (ttm),404.46M
40,Diluted EPS (ttm),3.54
41,Quarterly Earnings Growth (yoy),115.90%
42,Total Cash (mrq),2B
43,Total Cash Per Share (mrq),18.47
44,Total Debt (mrq),177.25M
45,Total Debt/Equity (mrq),6.98
46,Current Ratio (mrq),1.71
47,Book Value Per Share (mrq),23.52
48,Operating Cash Flow (ttm),685.68M
49,Levered Free Cash Flow (ttm),531.93M
