,Attribute,Value
0,Beta (5Y Monthly),1.16
1,52-Week Change 3,11.69%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,139.82
4,52 Week Low 3,82.51
5,50-Day Moving Average 3,120.62
6,200-Day Moving Average 3,118.68
7,Avg Vol (3 month) 3,1.39M
8,Avg Vol (10 day) 3,1.4M
9,Shares Outstanding 5,227.55M
10,Float,220.2M
11,% Held by Insiders 1,1.73%
12,% Held by Institutions 1,74.61%
13,"Shares Short (Jun 14, 2020) 4",5.35M
14,"Short Ratio (Jun 14, 2020) 4",4.35
15,"Short % of Float (Jun 14, 2020) 4",2.37%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.35%
17,"Shares Short (prior month May 14, 2020) 4",6.89M
18,Forward Annual Dividend Rate 4,3.6
19,Forward Annual Dividend Yield 4,2.94%
20,Trailing Annual Dividend Rate 3,3.18
21,Trailing Annual Dividend Yield 3,2.60%
22,5 Year Average Dividend Yield 4,2.68
23,Payout Ratio 4,39.65%
24,Dividend Date 3,"Jun 29, 2020"
25,Ex-Dividend Date 4,"Jun 11, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 25, 2006"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,34.10%
31,Operating Margin (ttm),44.53%
32,Return on Assets (ttm),18.73%
33,Return on Equity (ttm),25.50%
34,Revenue (ttm),5.75B
35,Revenue Per Share (ttm),24.50
36,Quarterly Revenue Growth (yoy),10.20%
37,Gross Profit (ttm),3.23B
38,EBITDA,2.76B
39,Net Income Avi to Common (ttm),1.91B
40,Diluted EPS (ttm),8.02
41,Quarterly Earnings Growth (yoy),-33.10%
42,Total Cash (mrq),1.56B
43,Total Cash Per Share (mrq),6.87
44,Total Debt (mrq),172.6M
45,Total Debt/Equity (mrq),2.33
46,Current Ratio (mrq),2.20
47,Book Value Per Share (mrq),28.22
48,Operating Cash Flow (ttm),1.73B
49,Levered Free Cash Flow (ttm),1.78B
