,Attribute,Value
0,Beta (5Y Monthly),1.42
1,52-Week Change 3,-34.52%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,41.90
4,52 Week Low 3,14.33
5,50-Day Moving Average 3,26.26
6,200-Day Moving Average 3,28.49
7,Avg Vol (3 month) 3,17.06M
8,Avg Vol (10 day) 3,15.29M
9,Shares Outstanding 5,1.43B
10,Float,1.33B
11,% Held by Insiders 1,7.19%
12,% Held by Institutions 1,78.03%
13,"Shares Short (Jun 14, 2020) 4",21.03M
14,"Short Ratio (Jun 14, 2020) 4",1.25
15,"Short % of Float (Jun 14, 2020) 4",1.47%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.47%
17,"Shares Short (prior month May 14, 2020) 4",20.54M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,1.52
21,Trailing Annual Dividend Yield 3,6.02%
22,5 Year Average Dividend Yield 4,4.32
23,Payout Ratio 4,46.63%
24,Dividend Date 3,"Mar 19, 2020"
25,Ex-Dividend Date 4,"Mar 04, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.60%
31,Operating Margin (ttm),4.79%
32,Return on Assets (ttm),1.69%
33,Return on Equity (ttm),10.81%
34,Revenue (ttm),135.07B
35,Revenue Per Share (ttm),94.58
36,Quarterly Revenue Growth (yoy),-6.20%
37,Gross Profit (ttm),14.14B
38,EBITDA,11.97B
39,Net Income Avi to Common (ttm),4.71B
40,Diluted EPS (ttm),3.26
41,Quarterly Earnings Growth (yoy),-86.40%
42,Total Cash (mrq),34.53B
43,Total Cash Per Share (mrq),24.13
44,Total Debt (mrq),128.76B
45,Total Debt/Equity (mrq),290.54
46,Current Ratio (mrq),1.07
47,Book Value Per Share (mrq),28.65
48,Operating Cash Flow (ttm),16.66B
49,Levered Free Cash Flow (ttm),-742M
