,Attribute,Value
0,Beta (5Y Monthly),0.93
1,52-Week Change 3,-34.23%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,141.35
4,52 Week Low 3,64.11
5,50-Day Moving Average 3,84.28
6,200-Day Moving Average 3,101.64
7,Avg Vol (3 month) 3,981.63k
8,Avg Vol (10 day) 3,851.17k
9,Shares Outstanding 5,75.63M
10,Float,74.95M
11,% Held by Insiders 1,0.87%
12,% Held by Institutions 1,93.61%
13,"Shares Short (Jun 14, 2020) 4",2.18M
14,"Short Ratio (Jun 14, 2020) 4",2.11
15,"Short % of Float (Jun 14, 2020) 4",3.46%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.88%
17,"Shares Short (prior month May 14, 2020) 4",2.54M
18,Forward Annual Dividend Rate 4,4.2
19,Forward Annual Dividend Yield 4,4.96%
20,Trailing Annual Dividend Rate 3,4.17
21,Trailing Annual Dividend Yield 3,4.92%
22,5 Year Average Dividend Yield 4,3.04
23,Payout Ratio 4,92.05%
24,Dividend Date 3,"Jul 14, 2020"
25,Ex-Dividend Date 4,"Jun 18, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Nov 05, 1985"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,37.34%
31,Operating Margin (ttm),37.22%
32,Return on Assets (ttm),3.08%
33,Return on Equity (ttm),13.17%
34,Revenue (ttm),933.38M
35,Revenue Per Share (ttm),12.44
36,Quarterly Revenue Growth (yoy),-0.20%
37,Gross Profit (ttm),642.45M
38,EBITDA,583.67M
39,Net Income Avi to Common (ttm),339.41M
40,Diluted EPS (ttm),4.52
41,Quarterly Earnings Growth (yoy),-8.90%
42,Total Cash (mrq),994.69M
43,Total Cash Per Share (mrq),13.15
44,Total Debt (mrq),4.51B
45,Total Debt/Equity (mrq),163.32
46,Current Ratio (mrq),3.42
47,Book Value Per Share (mrq),30.97
48,Operating Cash Flow (ttm),475.75M
49,Levered Free Cash Flow (ttm),395.28M
