,Attribute,Value
0,Beta (5Y Monthly),1.32
1,52-Week Change 3,25.06%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,51.88
4,52 Week Low 3,26.02
5,50-Day Moving Average 3,45.76
6,200-Day Moving Average 3,37.96
7,Avg Vol (3 month) 3,12.87M
8,Avg Vol (10 day) 3,14M
9,Shares Outstanding 5,702.68M
10,Float,665.13M
11,% Held by Insiders 1,5.13%
12,% Held by Institutions 1,107.16%
13,"Shares Short (Jun 14, 2020) 4",28.7M
14,"Short Ratio (Jun 14, 2020) 4",2.38
15,"Short % of Float (Jun 14, 2020) 4",4.30%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.08%
17,"Shares Short (prior month May 14, 2020) 4",18.4M
18,Forward Annual Dividend Rate 4,0.64
19,Forward Annual Dividend Yield 4,1.31%
20,Trailing Annual Dividend Rate 3,0.58
21,Trailing Annual Dividend Yield 3,1.17%
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,26.73%
24,Dividend Date 3,"Jun 18, 2020"
25,Ex-Dividend Date 4,"May 28, 2020"
26,Last Split Factor 2,2376:1000
27,Last Split Date 3,"Jul 19, 2015"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,43.49%
31,Operating Margin (ttm),22.34%
32,Return on Assets (ttm),7.28%
33,Return on Equity (ttm),48.13%
34,Revenue (ttm),10.76B
35,Revenue Per Share (ttm),13.25
36,Quarterly Revenue Growth (yoy),-1.60%
37,Gross Profit (ttm),8.29B
38,EBITDA,3.07B
39,Net Income Avi to Common (ttm),1.76B
40,Diluted EPS (ttm),5.72
41,Quarterly Earnings Growth (yoy),558.70%
42,Total Cash (mrq),4.43B
43,Total Cash Per Share (mrq),6.32
44,Total Debt (mrq),9.19B
45,Total Debt/Equity (mrq),434.75
46,Current Ratio (mrq),1.34
47,Book Value Per Share (mrq),3.02
48,Operating Cash Flow (ttm),3.16B
49,Levered Free Cash Flow (ttm),3.29B
