,Attribute,Value
0,Beta (5Y Monthly),1.96
1,52-Week Change 3,-65.63%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,51.94
4,52 Week Low 3,7.80
5,50-Day Moving Average 3,16.83
6,200-Day Moving Average 3,28.09
7,Avg Vol (3 month) 3,73.2M
8,Avg Vol (10 day) 3,47.62M
9,Shares Outstanding 5,599.69M
10,Float,565.57M
11,% Held by Insiders 1,15.44%
12,% Held by Institutions 1,76.12%
13,"Shares Short (Jun 14, 2020) 4",122.36M
14,"Short Ratio (Jun 14, 2020) 4",1.9
15,"Short % of Float (Jun 14, 2020) 4",35.19%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",15.64%
17,"Shares Short (prior month May 14, 2020) 4",117.88M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,2.00
21,Trailing Annual Dividend Yield 3,12.50%
22,5 Year Average Dividend Yield 4,3.48
23,Payout Ratio 4,74.07%
24,Dividend Date 3,"Mar 12, 2020"
25,Ex-Dividend Date 4,"Feb 19, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 14, 1998"
28,Fiscal Year Ends,"Nov 29, 2019"
29,Most Recent Quarter (mrq),"Feb 28, 2020"
30,Profit Margin,8.94%
31,Operating Margin (ttm),14.96%
32,Return on Assets (ttm),4.31%
33,Return on Equity (ttm),7.72%
34,Revenue (ttm),20.94B
35,Revenue Per Share (ttm),30.45
36,Quarterly Revenue Growth (yoy),2.50%
37,Gross Profit (ttm),7.92B
38,EBITDA,5.35B
39,Net Income Avi to Common (ttm),1.87B
40,Diluted EPS (ttm),2.72
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),1.35B
43,Total Cash Per Share (mrq),1.98
44,Total Debt (mrq),14.43B
45,Total Debt/Equity (mrq),59.42
46,Current Ratio (mrq),0.27
47,Book Value Per Share (mrq),35.46
48,Operating Cash Flow (ttm),5.27B
49,Levered Free Cash Flow (ttm),-459.12M
