,Attribute,Value
0,Beta (5Y Monthly),1.07
1,52-Week Change 3,13.07%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,454.31
4,52 Week Low 3,251.52
5,50-Day Moving Average 3,412.53
6,200-Day Moving Average 3,393.14
7,Avg Vol (3 month) 3,724.48k
8,Avg Vol (10 day) 3,620.52k
9,Shares Outstanding 5,74.23M
10,Float,72.94M
11,% Held by Insiders 1,1.65%
12,% Held by Institutions 1,88.04%
13,"Shares Short (Jun 14, 2020) 4",1.12M
14,"Short Ratio (Jun 14, 2020) 4",1.89
15,"Short % of Float (Jun 14, 2020) 4",1.54%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.51%
17,"Shares Short (prior month May 14, 2020) 4",1.31M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 15, 2005"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,13.41%
31,Operating Margin (ttm),18.61%
32,Return on Assets (ttm),11.23%
33,Return on Equity (ttm),569.53%
34,Revenue (ttm),10.22B
35,Revenue Per Share (ttm),134.21
36,Quarterly Revenue Growth (yoy),2.70%
37,Gross Profit (ttm),5.39B
38,EBITDA,2.18B
39,Net Income Avi to Common (ttm),1.37B
40,Diluted EPS (ttm),17.82
41,Quarterly Earnings Growth (yoy),-6.50%
42,Total Cash (mrq),287.07M
43,Total Cash Per Share (mrq),3.87
44,Total Debt (mrq),6.45B
45,Total Debt/Equity (mrq),5926.07
46,Current Ratio (mrq),0.91
47,Book Value Per Share (mrq),1.47
48,Operating Cash Flow (ttm),1.73B
49,Levered Free Cash Flow (ttm),753.03M
