,Attribute,Value
0,Beta (5Y Monthly),0.51
1,52-Week Change 3,-18.57%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,78.93
4,52 Week Low 3,43.63
5,50-Day Moving Average 3,57.85
6,200-Day Moving Average 3,64.75
7,Avg Vol (3 month) 3,2.95M
8,Avg Vol (10 day) 3,4.83M
9,Shares Outstanding 5,363.76M
10,Float,363.13M
11,% Held by Insiders 1,0.06%
12,% Held by Institutions 1,91.49%
13,"Shares Short (Jun 14, 2020) 4",5.41M
14,"Short Ratio (Jun 14, 2020) 4",1.82
15,"Short % of Float (Jun 14, 2020) 4",1.61%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.49%
17,"Shares Short (prior month May 14, 2020) 4",5.38M
18,Forward Annual Dividend Rate 4,2.55
19,Forward Annual Dividend Yield 4,4.65%
20,Trailing Annual Dividend Rate 3,2.50
21,Trailing Annual Dividend Yield 3,4.55%
22,5 Year Average Dividend Yield 4,3.20
23,Payout Ratio 4,73.10%
24,Dividend Date 3,"Apr 29, 2020"
25,Ex-Dividend Date 4,"Jul 01, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 21, 1993"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,9.66%
31,Operating Margin (ttm),20.21%
32,Return on Assets (ttm),2.49%
33,Return on Equity (ttm),8.41%
34,Revenue (ttm),12.31B
35,Revenue Per Share (ttm),35.26
36,Quarterly Revenue Growth (yoy),-1.20%
37,Gross Profit (ttm),6.74B
38,EBITDA,4.1B
39,Net Income Avi to Common (ttm),1.19B
40,Diluted EPS (ttm),3.40
41,Quarterly Earnings Growth (yoy),-34.20%
42,Total Cash (mrq),1.34B
43,Total Cash Per Share (mrq),3.68
44,Total Debt (mrq),21.98B
45,Total Debt/Equity (mrq),141.43
46,Current Ratio (mrq),0.79
47,Book Value Per Share (mrq),36.73
48,Operating Cash Flow (ttm),-202M
49,Levered Free Cash Flow (ttm),-2.41B
