,Attribute,Value
0,Beta (5Y Monthly),1.30
1,52-Week Change 3,-41.06%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,10.56
4,52 Week Low 3,3.96
5,50-Day Moving Average 3,5.94
6,200-Day Moving Average 3,6.85
7,Avg Vol (3 month) 3,97.78M
8,Avg Vol (10 day) 3,84.02M
9,Shares Outstanding 5,3.91B
10,Float,3.9B
11,% Held by Insiders 1,0.18%
12,% Held by Institutions 1,55.06%
13,"Shares Short (Jun 14, 2020) 4",123.57M
14,"Short Ratio (Jun 14, 2020) 4",1.19
15,"Short % of Float (Jun 14, 2020) 4",3.49%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.11%
17,"Shares Short (prior month May 14, 2020) 4",146.29M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,0.60
21,Trailing Annual Dividend Yield 3,9.95%
22,5 Year Average Dividend Yield 4,5.78
23,Payout Ratio 4,
24,Dividend Date 3,"Mar 01, 2020"
25,Ex-Dividend Date 4,"Jan 28, 2020"
26,Last Split Factor 2,1748175:1000000
27,Last Split Date 3,"Aug 02, 2000"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,-2.06%
31,Operating Margin (ttm),0.17%
32,Return on Assets (ttm),0.06%
33,Return on Equity (ttm),-9.33%
34,Revenue (ttm),149.88B
35,Revenue Per Share (ttm),37.76
36,Quarterly Revenue Growth (yoy),-14.90%
37,Gross Profit (ttm),12.88B
38,EBITDA,8.75B
39,Net Income Avi to Common (ttm),-3.09B
40,Diluted EPS (ttm),-0.78
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),34.29B
43,Total Cash Per Share (mrq),8.62
44,Total Debt (mrq),168.69B
45,Total Debt/Equity (mrq),568.03
46,Current Ratio (mrq),1.32
47,Book Value Per Share (mrq),7.45
48,Operating Cash Flow (ttm),13.62B
49,Levered Free Cash Flow (ttm),3.74B
