,Attribute,Value
0,Beta (5Y Monthly),1.00
1,52-Week Change 3,20.59%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,105.58
4,52 Week Low 3,61.04
5,50-Day Moving Average 3,89.59
6,200-Day Moving Average 3,88.94
7,Avg Vol (3 month) 3,1.15M
8,Avg Vol (10 day) 3,1.25M
9,Shares Outstanding 5,191.02M
10,Float,139.84M
11,% Held by Insiders 1,26.76%
12,% Held by Institutions 1,49.44%
13,"Shares Short (Jun 14, 2020) 4",5.28M
14,"Short Ratio (Jun 14, 2020) 4",4.52
15,"Short % of Float (Jun 14, 2020) 4",3.54%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.76%
17,"Shares Short (prior month May 14, 2020) 4",4.31M
18,Forward Annual Dividend Rate 4,2.44
19,Forward Annual Dividend Yield 4,2.54%
20,Trailing Annual Dividend Rate 3,2.44
21,Trailing Annual Dividend Yield 3,2.54%
22,5 Year Average Dividend Yield 4,3.67
23,Payout Ratio 4,44.79%
24,Dividend Date 3,"Mar 30, 2021"
25,Ex-Dividend Date 4,"Sep 13, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 15, 2006"
28,Fiscal Year Ends,"Dec 27, 2019"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,25.30%
31,Operating Margin (ttm),25.26%
32,Return on Assets (ttm),10.72%
33,Return on Equity (ttm),21.05%
34,Revenue (ttm),3.85B
35,Revenue Per Share (ttm),20.23
36,Quarterly Revenue Growth (yoy),11.80%
37,Gross Profit (ttm),2.23B
38,EBITDA,1.08B
39,Net Income Avi to Common (ttm),973.49M
40,Diluted EPS (ttm),5.09
41,Quarterly Earnings Growth (yoy),15.00%
42,Total Cash (mrq),1.44B
43,Total Cash Per Share (mrq),7.54
44,Total Debt (mrq),52.83M
45,Total Debt/Equity (mrq),1.07
46,Current Ratio (mrq),3.75
47,Book Value Per Share (mrq),25.83
48,Operating Cash Flow (ttm),759.84M
49,Levered Free Cash Flow (ttm),531.89M
