,Attribute,Value
0,Beta (5Y Monthly),0.66
1,52-Week Change 3,-5.44%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,148.88
4,52 Week Low 3,82.00
5,50-Day Moving Average 3,115.77
6,200-Day Moving Average 3,122.50
7,Avg Vol (3 month) 3,896.67k
8,Avg Vol (10 day) 3,920.55k
9,Shares Outstanding 5,114.35M
10,Float,113.55M
11,% Held by Insiders 1,0.65%
12,% Held by Institutions 1,91.47%
13,"Shares Short (Jun 14, 2020) 4",1.49M
14,"Short Ratio (Jun 14, 2020) 4",1.86
15,"Short % of Float (Jun 14, 2020) 4",1.82%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.30%
17,"Shares Short (prior month May 14, 2020) 4",1.61M
18,Forward Annual Dividend Rate 4,4
19,Forward Annual Dividend Yield 4,3.59%
20,Trailing Annual Dividend Rate 3,3.88
21,Trailing Annual Dividend Yield 3,3.48%
22,5 Year Average Dividend Yield 4,3.42
23,Payout Ratio 4,137.10%
24,Dividend Date 3,"Jul 30, 2020"
25,Ex-Dividend Date 4,"Jul 13, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,19.71%
31,Operating Margin (ttm),26.42%
32,Return on Assets (ttm),2.44%
33,Return on Equity (ttm),5.40%
34,Revenue (ttm),1.66B
35,Revenue Per Share (ttm),14.55
36,Quarterly Revenue Growth (yoy),4.20%
37,Gross Profit (ttm),973.16M
38,EBITDA,939.36M
39,Net Income Avi to Common (ttm),322.63M
40,Diluted EPS (ttm),2.83
41,Quarterly Earnings Growth (yoy),-42.40%
42,Total Cash (mrq),34.51M
43,Total Cash Per Share (mrq),0.3
44,Total Debt (mrq),4.52B
45,Total Debt/Equity (mrq),72.66
46,Current Ratio (mrq),0.11
47,Book Value Per Share (mrq),52.48
48,Operating Cash Flow (ttm),787.34M
49,Levered Free Cash Flow (ttm),711.14M
