,Attribute,Value
0,Beta (5Y Monthly),1.10
1,52-Week Change 3,-12.84%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,110.48
4,52 Week Low 3,60.67
5,50-Day Moving Average 3,80.05
6,200-Day Moving Average 3,88.20
7,Avg Vol (3 month) 3,1.49M
8,Avg Vol (10 day) 3,1.9M
9,Shares Outstanding 5,208.05M
10,Float,204.97M
11,% Held by Insiders 1,0.63%
12,% Held by Institutions 1,86.08%
13,"Shares Short (Jun 14, 2020) 4",5.74M
14,"Short Ratio (Jun 14, 2020) 4",4.38
15,"Short % of Float (Jun 14, 2020) 4",3.00%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.76%
17,"Shares Short (prior month May 14, 2020) 4",5.43M
18,Forward Annual Dividend Rate 4,2.8
19,Forward Annual Dividend Yield 4,3.57%
20,Trailing Annual Dividend Rate 3,2.70
21,Trailing Annual Dividend Yield 3,3.44%
22,5 Year Average Dividend Yield 4,2.05
23,Payout Ratio 4,40.30%
24,Dividend Date 3,"Jun 30, 2020"
25,Ex-Dividend Date 4,"Jun 10, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Dec 09, 1999"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,24.55%
31,Operating Margin (ttm),31.84%
32,Return on Assets (ttm),1.06%
33,Return on Equity (ttm),14.01%
34,Revenue (ttm),6.13B
35,Revenue Per Share (ttm),28.91
36,Quarterly Revenue Growth (yoy),3.10%
37,Gross Profit (ttm),6.09B
38,EBITDA,
39,Net Income Avi to Common (ttm),1.43B
40,Diluted EPS (ttm),6.70
41,Quarterly Earnings Growth (yoy),3.90%
42,Total Cash (mrq),17.44B
43,Total Cash Per Share (mrq),83.85
44,Total Debt (mrq),15.56B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),48.04
48,Operating Cash Flow (ttm),-387M
49,Levered Free Cash Flow (ttm),
