,Attribute,Value
0,Beta (5Y Monthly),1.98
1,52-Week Change 3,-33.09%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,101.99
4,52 Week Low 3,31.00
5,50-Day Moving Average 3,65.26
6,200-Day Moving Average 3,69.59
7,Avg Vol (3 month) 3,5.33M
8,Avg Vol (10 day) 3,4.8M
9,Shares Outstanding 5,407.7M
10,Float,406.1M
11,% Held by Insiders 1,0.35%
12,% Held by Institutions 1,80.83%
13,"Shares Short (Jun 14, 2020) 4",8.84M
14,"Short Ratio (Jun 14, 2020) 4",1.96
15,"Short % of Float (Jun 14, 2020) 4",2.17%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.17%
17,"Shares Short (prior month May 14, 2020) 4",10.1M
18,Forward Annual Dividend Rate 4,3.92
19,Forward Annual Dividend Yield 4,6.84%
20,Trailing Annual Dividend Rate 3,3.68
21,Trailing Annual Dividend Yield 3,6.42%
22,5 Year Average Dividend Yield 4,3.63
23,Payout Ratio 4,383.33%
24,Dividend Date 3,"Jun 02, 2020"
25,Ex-Dividend Date 4,"May 12, 2020"
26,Last Split Factor 2,1094:1000
27,Last Split Date 3,"May 01, 2013"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,0.43%
31,Operating Margin (ttm),1.28%
32,Return on Assets (ttm),1.62%
33,Return on Equity (ttm),4.16%
34,Revenue (ttm),100.53B
35,Revenue Per Share (ttm),244.60
36,Quarterly Revenue Growth (yoy),-9.60%
37,Gross Profit (ttm),6.53B
38,EBITDA,3.58B
39,Net Income Avi to Common (ttm),423M
40,Diluted EPS (ttm),1.03
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),1.52B
43,Total Cash Per Share (mrq),3.72
44,Total Debt (mrq),12.73B
45,Total Debt/Equity (mrq),64.67
46,Current Ratio (mrq),1.31
47,Book Value Per Share (mrq),46.22
48,Operating Cash Flow (ttm),4.61B
49,Levered Free Cash Flow (ttm),2.61B
