,Attribute,Value
0,Beta (5Y Monthly),1.62
1,52-Week Change 3,-25.09%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,119.92
4,52 Week Low 3,40.04
5,50-Day Moving Average 3,77.35
6,200-Day Moving Average 3,80.41
7,Avg Vol (3 month) 3,4M
8,Avg Vol (10 day) 3,3.72M
9,Shares Outstanding 5,436.68M
10,Float,435.57M
11,% Held by Insiders 1,0.35%
12,% Held by Institutions 1,71.91%
13,"Shares Short (Jun 14, 2020) 4",5.85M
14,"Short Ratio (Jun 14, 2020) 4",1.75
15,"Short % of Float (Jun 14, 2020) 4",1.34%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.34%
17,"Shares Short (prior month May 14, 2020) 4",7.54M
18,Forward Annual Dividend Rate 4,3.6
19,Forward Annual Dividend Yield 4,5.14%
20,Trailing Annual Dividend Rate 3,3.60
21,Trailing Annual Dividend Yield 3,5.14%
22,5 Year Average Dividend Yield 4,3.13
23,Payout Ratio 4,537.31%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 14, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,0.36%
31,Operating Margin (ttm),3.46%
32,Return on Assets (ttm),4.08%
33,Return on Equity (ttm),2.70%
34,Revenue (ttm),105.07B
35,Revenue Per Share (ttm),234.89
36,Quarterly Revenue Growth (yoy),-9.60%
37,Gross Profit (ttm),11.76B
38,EBITDA,4.98B
39,Net Income Avi to Common (ttm),370M
40,Diluted EPS (ttm),0.83
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),1.22B
43,Total Cash Per Share (mrq),2.8
44,Total Debt (mrq),12.96B
45,Total Debt/Equity (mrq),54.84
46,Current Ratio (mrq),1.11
47,Book Value Per Share (mrq),48.94
48,Operating Cash Flow (ttm),5.5B
49,Levered Free Cash Flow (ttm),335.75M
