,Attribute,Value
0,Beta (5Y Monthly),0.99
1,52-Week Change 3,-14.63%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,15.30
4,52 Week Low 3,8.16
5,50-Day Moving Average 3,10.06
6,200-Day Moving Average 3,11.53
7,Avg Vol (3 month) 3,12.09M
8,Avg Vol (10 day) 3,11.07M
9,Shares Outstanding 5,1.1B
10,Float,991.36M
11,% Held by Insiders 1,0.79%
12,% Held by Institutions 1,78.27%
13,"Shares Short (Jun 14, 2020) 4",115.97M
14,"Short Ratio (Jun 14, 2020) 4",9.24
15,"Short % of Float (Jun 14, 2020) 4",12.03%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",10.57%
17,"Shares Short (prior month May 14, 2020) 4",105.39M
18,Forward Annual Dividend Rate 4,1
19,Forward Annual Dividend Yield 4,9.96%
20,Trailing Annual Dividend Rate 3,1.00
21,Trailing Annual Dividend Yield 3,9.96%
22,5 Year Average Dividend Yield 4,10.15
23,Payout Ratio 4,87.72%
24,Dividend Date 3,"Jun 11, 2020"
25,Ex-Dividend Date 4,"May 28, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Mar 31, 1999"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,5.45%
31,Operating Margin (ttm),17.81%
32,Return on Assets (ttm),3.84%
33,Return on Equity (ttm),9.02%
34,Revenue (ttm),22.2B
35,Revenue Per Share (ttm),20.69
36,Quarterly Revenue Growth (yoy),-3.70%
37,Gross Profit (ttm),12.32B
38,EBITDA,8.76B
39,Net Income Avi to Common (ttm),1.21B
40,Diluted EPS (ttm),1.13
41,Quarterly Earnings Growth (yoy),
42,Total Cash (mrq),1.56B
43,Total Cash Per Share (mrq),1.42
44,Total Debt (mrq),36.34B
45,Total Debt/Equity (mrq),273.43
46,Current Ratio (mrq),0.82
47,Book Value Per Share (mrq),12.11
48,Operating Cash Flow (ttm),6.8B
49,Levered Free Cash Flow (ttm),2.81B
