,Attribute,Value
0,Beta (5Y Monthly),1.54
1,52-Week Change 3,39.84%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,342.00
4,52 Week Low 3,163.42
5,50-Day Moving Average 3,295.87
6,200-Day Moving Average 3,268.47
7,Avg Vol (3 month) 3,934.52k
8,Avg Vol (10 day) 3,534.17k
9,Shares Outstanding 5,58.57M
10,Float,48.79M
11,% Held by Insiders 1,16.17%
12,% Held by Institutions 1,77.20%
13,"Shares Short (Jun 14, 2020) 4",2.52M
14,"Short Ratio (Jun 14, 2020) 4",3.01
15,"Short % of Float (Jun 14, 2020) 4",5.84%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",4.30%
17,"Shares Short (prior month May 14, 2020) 4",3M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,25.17%
31,Operating Margin (ttm),32.43%
32,Return on Assets (ttm),7.23%
33,Return on Equity (ttm),39.33%
34,Revenue (ttm),780.1M
35,Revenue Per Share (ttm),13.53
36,Quarterly Revenue Growth (yoy),21.20%
37,Gross Profit (ttm),648.34M
38,EBITDA,279.08M
39,Net Income Avi to Common (ttm),196.26M
40,Diluted EPS (ttm),3.36
41,Quarterly Earnings Growth (yoy),33.30%
42,Total Cash (mrq),181.83M
43,Total Cash Per Share (mrq),3.17
44,Total Debt (mrq),54.39M
45,Total Debt/Equity (mrq),9.07
46,Current Ratio (mrq),1.10
47,Book Value Per Share (mrq),10.41
48,Operating Cash Flow (ttm),225.87M
49,Levered Free Cash Flow (ttm),142.45M
