,Attribute,Value
0,Beta (5Y Monthly),0.52
1,52-Week Change 3,-8.24%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,127.93
4,52 Week Low 3,72.01
5,50-Day Moving Average 3,100.29
6,200-Day Moving Average 3,106.89
7,Avg Vol (3 month) 3,894.95k
8,Avg Vol (10 day) 3,716.95k
9,Shares Outstanding 5,109.72M
10,Float,108.75M
11,% Held by Insiders 1,0.52%
12,% Held by Institutions 1,85.96%
13,"Shares Short (Aug 30, 2018) 4",2.55M
14,"Short Ratio (Aug 30, 2018) 4",2.87
15,"Short % of Float (Aug 30, 2018) 4",2.98%
16,"Short % of Shares Outstanding (Aug 30, 2018) 4",2.28%
17,"Shares Short (prior month Jul 30, 2018) 4",2.58M
18,Forward Annual Dividend Rate 4,1.44
19,Forward Annual Dividend Yield 4,1.51%
20,Trailing Annual Dividend Rate 3,1.08
21,Trailing Annual Dividend Yield 3,1.14%
22,5 Year Average Dividend Yield 4,1.19
23,Payout Ratio 4,35.55%
24,Dividend Date 3,"Jun 14, 2020"
25,Ex-Dividend Date 4,"May 27, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,15.52%
31,Operating Margin (ttm),24.84%
32,Return on Assets (ttm),8.27%
33,Return on Equity (ttm),13.11%
34,Revenue (ttm),2.82B
35,Revenue Per Share (ttm),25.33
36,Quarterly Revenue Growth (yoy),52.90%
37,Gross Profit (ttm),1.14B
38,EBITDA,857.3M
39,Net Income Avi to Common (ttm),435.1M
40,Diluted EPS (ttm),4.55
41,Quarterly Earnings Growth (yoy),65.00%
42,Total Cash (mrq),208.8M
43,Total Cash Per Share (mrq),1.9
44,Total Debt (mrq),1.01B
45,Total Debt/Equity (mrq),30.39
46,Current Ratio (mrq),1.76
47,Book Value Per Share (mrq),28.09
48,Operating Cash Flow (ttm),678.1M
49,Levered Free Cash Flow (ttm),601.08M
