,Attribute,Value
0,Beta (5Y Monthly),0.18
1,52-Week Change 3,2.21%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,109.53
4,52 Week Low 3,68.01
5,50-Day Moving Average 3,88.84
6,200-Day Moving Average 3,93.06
7,Avg Vol (3 month) 3,1.8M
8,Avg Vol (10 day) 3,1.94M
9,Shares Outstanding 5,315.44M
10,Float,314.66M
11,% Held by Insiders 1,0.17%
12,% Held by Institutions 1,77.62%
13,"Shares Short (Jun 14, 2020) 4",5.12M
14,"Short Ratio (Jun 14, 2020) 4",2.97
15,"Short % of Float (Jun 14, 2020) 4",1.86%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.62%
17,"Shares Short (prior month May 14, 2020) 4",4.43M
18,Forward Annual Dividend Rate 4,2.53
19,Forward Annual Dividend Yield 4,2.97%
20,Trailing Annual Dividend Rate 3,2.40
21,Trailing Annual Dividend Yield 3,2.82%
22,5 Year Average Dividend Yield 4,3.01
23,Payout Ratio 4,65.29%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 12, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Mar 01, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,16.08%
31,Operating Margin (ttm),22.82%
32,Return on Assets (ttm),3.02%
33,Return on Equity (ttm),11.32%
34,Revenue (ttm),7.25B
35,Revenue Per Share (ttm),23.00
36,Quarterly Revenue Growth (yoy),-11.30%
37,Gross Profit (ttm),2.67B
38,EBITDA,2.59B
39,Net Income Avi to Common (ttm),1.17B
40,Diluted EPS (ttm),3.68
41,Quarterly Earnings Growth (yoy),7.70%
42,Total Cash (mrq),15.4M
43,Total Cash Per Share (mrq),0.05
44,Total Debt (mrq),12.73B
45,Total Debt/Equity (mrq),121.38
46,Current Ratio (mrq),0.65
47,Book Value Per Share (mrq),32.79
48,Operating Cash Flow (ttm),2.3B
49,Levered Free Cash Flow (ttm),-596.4M
