,Attribute,Value
0,Beta (5Y Monthly),1.00
1,52-Week Change 3,-5.25%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,4071.13
4,52 Week Low 3,2043.01
5,50-Day Moving Average 3,3205.37
6,200-Day Moving Average 3,3381.89
7,Avg Vol (3 month) 3,32.66k
8,Avg Vol (10 day) 3,29.93k
9,Shares Outstanding 5,3.68M
10,Float,3.58M
11,% Held by Insiders 1,5.53%
12,% Held by Institutions 1,88.45%
13,"Shares Short (Jun 14, 2020) 4",37.61k
14,"Short Ratio (Jun 14, 2020) 4",1.22
15,"Short % of Float (Jun 14, 2020) 4",1.28%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.02%
17,"Shares Short (prior month May 14, 2020) 4",55.25k
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,11.83%
31,Operating Margin (ttm),13.57%
32,Return on Assets (ttm),17.12%
33,Return on Equity (ttm),40.13%
34,Revenue (ttm),7.32B
35,Revenue Per Share (ttm),2002.83
36,Quarterly Revenue Growth (yoy),-6.20%
37,Gross Profit (ttm),1.5B
38,EBITDA,1.01B
39,Net Income Avi to Common (ttm),865.84M
40,Diluted EPS (ttm),218.58
41,Quarterly Earnings Growth (yoy),-6.70%
42,Total Cash (mrq),1.08B
43,Total Cash Per Share (mrq),293.11
44,Total Debt (mrq),682.09M
45,Total Debt/Equity (mrq),28.22
46,Current Ratio (mrq),4.88
47,Book Value Per Share (mrq),657.90
48,Operating Cash Flow (ttm),707.12M
49,Levered Free Cash Flow (ttm),428.74M
