,Attribute,Value
0,Beta (5Y Monthly),0.68
1,52-Week Change 3,13.73%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,325.26
4,52 Week Low 3,261.67
5,50-Day Moving Average 3,303.86
6,200-Day Moving Average 3,302.83
7,Avg Vol (3 month) 3,3.29M
8,Avg Vol (10 day) 3,2.41M
9,Shares Outstanding 5,441.52M
10,Float,440.21M
11,% Held by Insiders 1,0.23%
12,% Held by Institutions 1,71.54%
13,"Shares Short (Jun 14, 2020) 4",4.01M
14,"Short Ratio (Jun 14, 2020) 4",1.18
15,"Short % of Float (Jun 14, 2020) 4",0.91%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",0.91%
17,"Shares Short (prior month May 14, 2020) 4",4.79M
18,Forward Annual Dividend Rate 4,2.8
19,Forward Annual Dividend Yield 4,0.93%
20,Trailing Annual Dividend Rate 3,2.65
21,Trailing Annual Dividend Yield 3,0.88%
22,5 Year Average Dividend Yield 4,1.01
23,Payout Ratio 4,31.70%
24,Dividend Date 3,"May 14, 2020"
25,Ex-Dividend Date 4,"Apr 29, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jan 13, 2000"
28,Fiscal Year Ends,"Aug 31, 2019"
29,Most Recent Quarter (mrq),"May 09, 2020"
30,Profit Margin,2.31%
31,Operating Margin (ttm),3.24%
32,Return on Assets (ttm),6.82%
33,Return on Equity (ttm),23.51%
34,Revenue (ttm),160.88B
35,Revenue Per Share (ttm),364.41
36,Quarterly Revenue Growth (yoy),7.30%
37,Gross Profit (ttm),19.82B
38,EBITDA,6.82B
39,Net Income Avi to Common (ttm),3.71B
40,Diluted EPS (ttm),8.36
41,Quarterly Earnings Growth (yoy),-7.50%
42,Total Cash (mrq),11.77B
43,Total Cash Per Share (mrq),26.67
44,Total Debt (mrq),12.51B
45,Total Debt/Equity (mrq),72.73
46,Current Ratio (mrq),1.11
47,Book Value Per Share (mrq),38.06
48,Operating Cash Flow (ttm),6.91B
49,Levered Free Cash Flow (ttm),2.96B
