,Attribute,Value
0,Beta (5Y Monthly),1.21
1,52-Week Change 3,43.12%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,1087.00
4,52 Week Low 3,415.00
5,50-Day Moving Average 3,1008.75
6,200-Day Moving Average 3,851.11
7,Avg Vol (3 month) 3,608.62k
8,Avg Vol (10 day) 3,354.2k
9,Shares Outstanding 5,27.89M
10,Float,25.67M
11,% Held by Insiders 1,1.61%
12,% Held by Institutions 1,92.16%
13,"Shares Short (Jun 14, 2020) 4",1.43M
14,"Short Ratio (Jun 14, 2020) 4",2.74
15,"Short % of Float (Jun 14, 2020) 4",5.76%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",5.12%
17,"Shares Short (prior month May 14, 2020) 4",1.66M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,5.95%
31,Operating Margin (ttm),7.88%
32,Return on Assets (ttm),5.70%
33,Return on Equity (ttm),21.45%
34,Revenue (ttm),5.69B
35,Revenue Per Share (ttm),204.90
36,Quarterly Revenue Growth (yoy),7.80%
37,Gross Profit (ttm),1.9B
38,EBITDA,665.43M
39,Net Income Avi to Common (ttm),338.41M
40,Diluted EPS (ttm),11.95
41,Quarterly Earnings Growth (yoy),-13.30%
42,Total Cash (mrq),881.29M
43,Total Cash Per Share (mrq),31.6
44,Total Debt (mrq),2.94B
45,Total Debt/Equity (mrq),176.02
46,Current Ratio (mrq),1.62
47,Book Value Per Share (mrq),60.11
48,Operating Cash Flow (ttm),721.12M
49,Levered Free Cash Flow (ttm),380.47M
